RK,PLAYER,POS,GP,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,AVG,TTL
140,Evan McPherson   CIN,K,17,5.0,7.0,5.0,3.0,8.0,5.0,17.0,8.0,11.0,BYE,8.0,12.0,24.0,4.0,0.0,10.0,9.0,0.0,8.0,136.0
144,Omarion Hampton   LAC,RB,9,8.1,3.5,24.9,27.5,13.0,—,—,—,—,—,—,BYE,—,14.7,7.5,16.5,20.0,—,15.1,135.7
145,Jordan Addison   MIN,WR,14,—,—,—,15.4,15.1,BYE,21.8,11.6,8.4,6.5,10.0,0.0,8.6,10.2,8.6,4.6,12.5,1.8,9.7,135.1
146,Joey Slye   TEN,K,16,15.0,17.0,11.0,0.0,13.0,—,10.0,2.0,9.0,BYE,10.0,6.0,3.0,8.0,6.0,6.0,18.0,1.0,8.4,135.0
146,Philadelphia Eagles   PHI,DST,17,3.0,5.0,13.0,14.0,2.0,1.0,12.0,6.0,BYE,11.0,8.0,5.0,4.0,13.0,16.0,5.0,13.0,4.0,7.9,135.0
148,Wil Lutz   DEN,K,17,8.0,4.0,9.0,4.0,9.0,9.0,5.0,9.0,4.0,4.0,18.0,BYE,9.0,6.0,4.0,10.0,8.0,14.0,7.9,134.0
149,Cleveland Browns   CLE,DST,17,4.0,-1.0,13.0,1.0,7.0,0.0,25.0,9.0,BYE,5.0,17.0,16.0,1.0,2.0,2.0,2.0,9.0,21.0,7.8,133.0
150,Marcus Mariota   WAS,QB,12,0.0,—,20.3,17.2,—,—,4.9,13.3,0.0,18.7,16.4,BYE,24.3,-1.1,14.7,3.7,—,—,11.0,132.5
151,Christian Watson   GB,WR,10,—,—,—,—,BYE,—,—,12.5,7.8,6.5,20.6,9.9,18.3,24.9,5.9,3.7,22.3,—,13.2,132.4
152,Cairo Santos   CHI,K,15,7.0,3.0,7.0,19.0,BYE,—,—,11.0,11.0,6.0,16.0,8.0,6.0,8.0,8.0,14.0,8.0,0.0,8.8,132.0
152,Riley Patterson   MIA,K,17,0.0,11.0,3.0,10.0,7.0,10.0,6.0,10.0,8.0,7.0,11.0,BYE,14.0,13.0,5.0,3.0,8.0,6.0,7.8,132.0
154,Oronde Gadsden II   LAC,TE,15,—,—,9.6,3.6,2.4,11.8,29.4,18.7,11.8,4.3,6.1,BYE,3.7,1.7,10.1,1.7,12.2,4.3,8.8,131.4
155,Mark Andrews   BAL,TE,17,1.5,1.4,27.1,10.0,4.2,6.6,BYE,6.4,16.6,10.4,15.7,2.1,8.7,1.9,3.8,4.4,6.8,3.4,7.7,131.0
156,Chad Ryland   ARI,K,17,11.0,10.0,7.0,10.0,3.0,11.0,12.0,BYE,10.0,2.0,4.0,6.0,7.0,5.0,2.0,17.0,2.0,11.0,7.6,130.0
156,Pittsburgh Steelers   PIT,DST,17,2.0,5.0,16.0,10.0,BYE,10.0,1.0,-4.0,18.0,5.0,21.0,10.0,5.0,4.0,7.0,5.0,10.0,5.0,7.6,130.0
158,Colby Parkinson   LAR,TE,15,-0.6,—,0.0,3.7,0.0,—,7.7,BYE,3.0,14.1,9.4,14.1,6.7,12.2,24.5,4.1,11.3,19.6,8.7,129.8
159,Jayden Higgins   HOU,WR,17,5.2,3.8,1.5,9.4,7.2,BYE,0.0,13.4,1.4,15.2,9.5,13.8,11.5,6.4,1.4,2.7,16.8,10.3,7.6,129.5
160,Blake Grupe   IND,K,16,7.0,3.0,7.0,9.0,16.0,16.0,2.0,4.0,4.0,5.0,BYE,4.0,—,7.0,15.0,11.0,5.0,14.0,8.1,129.0
161,Jordan Mason   MIN,RB,16,8.5,5.8,23.6,10.2,12.6,BYE,11.7,1.6,4.7,4.1,10.5,4.2,5.8,11.2,2.9,2.1,—,9.4,8.1,128.9
162,Luther Burden III   CHI,WR,15,0.7,1.5,19.8,1.6,BYE,9.1,3.1,0.9,—,8.1,5.7,9.1,7.6,11.0,14.4,—,27.8,7.5,8.5,127.9
163,Marvin Harrison Jr.   ARI,WR,12,18.1,4.7,7.4,18.6,13.8,5.2,7.8,BYE,22.6,14.3,—,—,12.9,—,—,2.4,0.0,—,10.7,127.8
163,Theo Johnson   NYG,TE,15,1.5,7.4,2.0,10.7,21.3,4.7,15.6,5.0,11.7,14.5,6.6,10.7,5.9,BYE,10.2,0.0,—,—,8.5,127.8
165,Cam Skattebo   NYG,RB,8,2.9,13.9,24.1,13.0,14.4,31.0,18.4,10.0,—,—,—,—,—,BYE,—,—,—,—,16.0,127.7
166,New England Patriots   NE,DST,17,7.0,13.0,2.0,11.0,8.0,5.0,19.0,11.0,1.0,2.0,5.0,10.0,11.0,BYE,-2.0,5.0,7.0,12.0,7.5,127.0
166,Nick Folk   NYJ,K,16,10.0,6.0,10.0,11.0,7.0,12.0,7.0,12.0,BYE,9.0,2.0,5.0,11.0,4.0,11.0,6.0,4.0,—,7.9,127.0
168,Zach Ertz   WAS,TE,13,11.6,18.4,6.8,6.1,0.0,16.3,12.7,5.6,8.6,9.4,8.2,BYE,20.6,2.1,—,—,—,—,9.7,126.4
169,Chimere Dike   TEN,WR,17,0.9,2.8,3.5,-0.4,3.7,2.8,16.9,16.4,7.5,BYE,3.4,21.4,-0.1,13.4,5.0,13.0,10.2,5.7,7.4,126.1
169,Dalton Kincaid   BUF,TE,12,14.8,7.7,17.6,9.8,16.8,—,BYE,3.3,22.1,5.7,—,—,—,14.1,6.4,0.0,—,7.8,10.5,126.1
171,Chuba Hubbard   CAR,RB,15,17.9,18.7,9.6,9.9,—,—,7.5,9.4,1.7,2.5,3.8,8.3,20.4,BYE,4.8,4.4,2.8,3.7,8.4,125.4
172,Kayshon Boutte   NE,WR,14,16.3,8.6,4.8,2.8,7.3,26.3,13.5,16.5,0.0,—,—,3.5,13.5,BYE,4.0,2.6,—,4.4,8.9,124.1
173,Chig Okonkwo   TEN,TE,17,4.9,7.5,11.6,1.4,8.8,10.6,0.0,9.3,3.0,BYE,8.6,7.0,6.9,4.0,7.3,16.4,14.5,2.2,7.3,124.0
174,Michael Penix Jr.   ATL,QB,9,24.0,5.3,5.8,19.7,BYE,14.6,12.2,—,22.7,11.0,7.9,—,—,—,—,—,—,—,13.7,123.3
175,Tyler Allgeier   ATL,RB,17,2.4,15.0,1.4,11.1,BYE,10.8,1.6,9.4,0.6,17.7,9.6,5.9,13.5,8.7,1.8,8.3,2.3,2.9,7.2,123.0
176,Blake Corum   LAR,RB,17,2.6,10.4,5.3,3.6,1.3,2.3,5.3,BYE,5.8,5.6,1.5,2.4,14.1,26.1,13.1,13.1,1.8,7.9,7.2,122.2
176,Cade Otton   TB,TE,16,0.0,5.5,0.0,3.9,12.1,10.1,13.5,8.0,BYE,17.2,4.8,6.1,2.9,4.9,—,3.5,7.3,22.4,7.6,122.2
178,Atlanta Falcons   ATL,DST,17,1.0,21.0,3.0,4.0,BYE,9.0,4.0,0.0,10.0,10.0,4.0,16.0,2.0,0.0,6.0,5.0,16.0,11.0,7.2,122.0
179,Jerry Jeudy   CLE,WR,17,11.6,9.1,2.7,7.8,3.5,9.3,3.7,0.0,BYE,19.8,5.1,2.9,5.6,16.6,4.2,4.2,10.4,4.2,7.1,120.7
180,Aaron Jones Sr.   MIN,RB,12,15.7,2.3,—,—,—,BYE,—,5.0,11.8,15.9,11.1,8.7,4.5,7.6,9.5,11.3,15.3,—,9.9,118.7
181,Brenton Strange   JAC,TE,12,9.9,4.7,12.1,10.5,3.2,—,—,BYE,—,—,—,14.3,13.5,5.7,3.6,14.9,8.4,17.2,9.8,118.0
181,New Orleans Saints   NO,DST,17,8.0,5.0,-2.0,4.0,18.0,1.0,3.0,6.0,1.0,12.0,BYE,11.0,6.0,3.0,4.0,19.0,12.0,7.0,6.9,118.0
183,Kimani Vidal   LAC,RB,13,—,—,—,0.0,2.9,22.8,7.5,19.7,3.0,17.8,3.2,BYE,20.7,11.4,5.8,1.1,—,2.0,9.1,117.9
184,Cooper Kupp   SEA,WR,16,3.5,16.0,5.1,6.6,11.9,12.0,3.2,BYE,—,9.4,5.3,4.4,5.4,11.5,9.6,6.9,1.6,4.9,7.3,117.3
184,Jayden Daniels   WAS,QB,7,20.1,19.7,—,—,17.1,22.6,17.7,—,16.2,—,—,BYE,—,3.7,—,—,—,—,16.8,117.3
186,Tucker Kraft   GB,TE,8,9.9,24.4,5.9,10.6,BYE,12.3,16.8,33.3,4.0,—,—,—,—,—,—,—,—,—,14.7,117.2
187,Malik Washington   MIA,WR,17,4.9,9.5,6.2,4.1,4.0,6.3,8.0,13.6,7.1,9.3,7.2,BYE,7.0,4.0,2.0,10.2,1.5,11.8,6.9,116.7
188,Elic Ayomanor   TEN,WR,16,3.3,15.6,13.8,6.4,3.8,5.7,4.9,9.2,7.6,BYE,3.1,—,1.5,8.4,2.7,8.8,13.7,8.0,7.3,116.5
189,Jake Elliott   PHI,K,17,8.0,12.0,3.0,7.0,5.0,6.0,4.0,9.0,BYE,4.0,11.0,3.0,4.0,17.0,7.0,3.0,8.0,5.0,6.8,116.0
190,J.K. Dobbins   DEN,RB,10,14.8,15.5,15.3,11.5,15.4,4.0,9.0,14.1,6.9,9.4,—,BYE,—,—,—,—,—,—,11.6,115.9
191,Chicago Bears   CHI,DST,17,11.0,-4.0,11.0,10.0,BYE,9.0,13.0,1.0,5.0,7.0,5.0,6.0,5.0,2.0,18.0,5.0,5.0,6.0,6.8,115.0
192,Terry McLaurin   WAS,WR,10,4.7,9.8,10.4,—,—,—,—,14.4,—,—,—,BYE,22.6,7.1,15.9,8.3,11.3,9.7,11.4,114.2
193,Ryan Flournoy   DAL,WR,15,—,0.0,4.1,4.6,18.4,6.3,0.0,1.7,9.2,BYE,7.2,0.0,6.4,26.5,8.0,9.8,—,11.8,7.6,114.0
194,Pat Freiermuth   PIT,TE,17,5.8,6.1,1.6,0.0,BYE,2.1,28.1,4.3,11.7,6.3,2.9,10.9,0.0,2.9,7.5,6.0,9.3,8.1,6.7,113.6
195,Mack Hollins   NE,WR,15,1.3,7.8,6.7,7.4,0.0,4.8,7.3,15.9,2.9,16.6,10.4,5.0,5.3,BYE,8.1,13.9,—,—,7.6,113.4
196,Brandon McManus   GB,K,14,9.0,11.0,4.0,12.0,BYE,—,—,9.0,8.0,1.0,—,12.0,8.0,4.0,16.0,10.0,6.0,3.0,8.1,113.0
197,T.J. Hockenson   MIN,TE,15,4.5,2.2,15.9,7.9,9.8,BYE,10.3,4.6,9.1,2.8,6.9,5.9,11.9,9.2,10.6,1.2,—,—,7.5,112.8
198,Andre Szmyt   CLE,K,17,5.0,5.0,9.0,4.0,5.0,11.0,7.0,1.0,BYE,9.0,11.0,8.0,0.0,5.0,5.0,9.0,9.0,9.0,6.6,112.0
199,Tyjae Spears   TEN,RB,13,—,—,—,—,1.4,9.0,7.0,17.2,9.2,BYE,8.4,6.5,8.4,6.7,5.6,21.5,1.1,9.7,8.6,111.7
200,Ryan Fitzgerald   CAR,K,17,5.0,4.0,15.0,1.0,10.0,14.0,7.0,4.0,5.0,1.0,10.0,3.0,7.0,BYE,6.0,13.0,4.0,2.0,6.5,111.0
200,Los Angeles Chargers   LAC,DST,17,2.0,13.0,3.0,6.0,3.0,8.0,-3.0,11.0,5.0,15.0,-2.0,BYE,8.0,12.0,13.0,4.0,5.0,8.0,6.5,111.0
202,Buffalo Bills   BUF,DST,17,0.0,10.0,2.0,6.0,6.0,4.0,BYE,17.0,5.0,3.0,4.0,6.0,15.0,10.0,4.0,8.0,5.0,5.0,6.5,110.0
203,Xavier Worthy   KC,WR,14,0.0,—,—,17.1,11.1,10.6,7.8,10.3,6.0,BYE,5.5,9.9,11.4,8.5,5.5,6.1,0.1,—,7.9,109.9
204,Devin Singletary   NYG,RB,17,0.9,1.0,1.1,2.8,3.4,1.0,0.2,3.8,7.1,10.3,17.7,4.7,19.2,BYE,2.4,5.6,17.0,10.6,6.4,108.8
205,Kirk Cousins   ATL,QB,10,—,—,1.2,—,BYE,—,—,7.1,—,—,2.1,15.5,13.4,4.5,26.9,18.6,9.1,10.2,10.9,108.5
206,Matt Prater   BUF,K,15,12.0,14.0,8.0,7.0,9.0,2.0,BYE,12.0,4.0,1.0,8.0,8.0,8.0,7.0,5.0,—,—,3.0,7.2,108.0
207,Sam LaPorta   DET,TE,9,13.9,5.6,7.3,6.9,20.2,16.5,4.5,BYE,21.7,10.3,—,—,—,—,—,—,—,—,11.9,106.9
208,Spencer Rattler   NO,QB,9,11.5,21.7,12.7,13.9,16.1,11.1,13.5,3.6,—,—,BYE,—,—,—,0.0,—,—,—,11.6,104.1
209,Dawson Knox   BUF,TE,17,4.0,3.9,0.0,0.0,3.5,8.9,BYE,2.5,4.0,6.7,3.3,4.7,5.8,17.3,18.7,2.0,8.0,10.4,6.1,103.7
210,Carolina Panthers   CAR,DST,17,2.0,3.0,22.0,-3.0,3.0,0.0,17.0,-2.0,9.0,5.0,2.0,7.0,13.0,BYE,6.0,5.0,7.0,7.0,6.1,103.0
210,Daniel Carlson   LV,K,17,11.0,12.0,4.0,6.0,6.0,10.0,0.0,BYE,5.0,1.0,11.0,5.0,2.0,6.0,0.0,3.0,5.0,16.0,6.1,103.0
212,Evan Engram   DEN,TE,16,5.1,2.2,—,6.9,13.3,9.9,9.2,7.6,0.0,3.2,7.3,BYE,13.9,2.8,2.2,5.6,6.1,7.5,6.4,102.8
213,Keon Coleman   BUF,WR,13,25.2,5.6,5.0,7.5,10.3,4.1,BYE,6.0,3.7,13.6,—,—,8.9,3.6,0.0,—,—,8.9,7.9,102.4
214,Jalen Nailor   MIN,WR,17,3.8,6.1,6.7,9.2,7.2,BYE,5.7,0.0,2.6,23.4,2.6,0.0,0.0,6.0,19.5,0.0,0.0,7.9,5.9,100.7
214,Alvin Kamara   NO,RB,11,13.7,16.0,6.6,11.2,9.5,12.6,5.9,6.5,0.7,14.5,BYE,3.5,—,—,—,—,—,—,9.2,100.7
216,Ty Johnson   BUF,RB,17,2.4,0.6,3.1,0.0,1.0,2.6,BYE,0.6,10.0,4.6,15.0,8.2,5.5,5.9,5.8,7.6,7.8,19.6,5.9,100.3
217,Garrett Wilson   NYJ,WR,7,22.5,9.0,24.4,20.2,19.1,4.3,—,—,BYE,0.0,—,—,—,—,—,—,—,—,14.2,99.5
218,Michael Carter   ARI,RB,13,—,—,—,0.1,18.3,8.4,5.6,BYE,—,0.4,7.8,8.8,11.4,5.1,13.4,6.5,6.3,6.9,7.6,99.0
218,Tampa Bay Buccaneers   TB,DST,17,2.0,4.0,14.0,4.0,0.0,11.0,8.0,26.0,BYE,2.0,2.0,0.0,7.0,5.0,2.0,2.0,3.0,7.0,5.8,99.0
218,Indianapolis Colts   IND,DST,17,13.0,1.0,15.0,5.0,17.0,4.0,7.0,7.0,5.0,5.0,BYE,8.0,5.0,1.0,2.0,-1.0,6.0,-1.0,5.8,99.0
221,Darius Slayton   NYG,WR,14,0.0,8.1,7.0,7.4,4.1,—,—,4.6,11.2,12.9,—,3.3,14.1,BYE,9.3,1.8,5.6,9.4,7.1,98.8
222,Xavier Hutchinson   HOU,WR,17,5.5,4.9,4.6,3.7,16.8,BYE,2.3,17.9,6.0,0.0,7.2,0.9,5.9,0.0,2.6,1.4,4.9,13.4,5.8,98.0
223,Baltimore Ravens   BAL,DST,17,-3.0,15.0,-4.0,-3.0,-2.0,5.0,BYE,4.0,15.0,8.0,9.0,11.0,2.0,0.0,23.0,7.0,6.0,4.0,5.7,97.0
223,Detroit Lions   DET,DST,17,0.0,8.0,8.0,19.0,10.0,2.0,12.0,BYE,7.0,2.0,2.0,3.0,-1.0,10.0,0.0,4.0,7.0,4.0,5.7,97.0
225,Zane Gonzalez   ATL,K,9,—,—,—,—,BYE,—,—,—,—,6.0,12.0,15.0,8.0,10.0,6.0,10.0,13.0,16.0,10.7,96.0
226,DeMario Douglas   NE,WR,17,8.2,1.8,2.7,0.0,3.7,16.1,4.7,5.7,20.0,5.4,6.1,6.1,6.3,BYE,0.5,1.6,2.0,4.9,5.6,95.8
227,Miami Dolphins   MIA,DST,17,0.0,8.0,1.0,8.0,7.0,2.0,2.0,7.0,1.0,13.0,9.0,BYE,11.0,16.0,2.0,-2.0,12.0,-2.0,5.6,95.0
228,Shedeur Sanders   CLE,QB,8,—,—,—,—,—,—,—,—,BYE,—,2.5,11.3,10.6,34.5,6.5,13.2,11.4,5.0,11.9,94.9
229,Emanuel Wilson   GB,RB,17,0.4,0.0,2.5,11.1,BYE,1.7,2.5,11.7,2.7,1.4,13.9,26.5,1.4,1.0,0.3,8.2,3.4,5.8,5.6,94.5
230,Jake Tonges   SF,TE,16,10.5,7.1,4.1,14.8,17.1,11.8,0.0,7.2,0.0,0.0,0.0,0.0,0.0,BYE,0.0,1.7,19.0,—,5.8,93.3
231,Marvin Mims Jr.   DEN,WR,16,2.2,10.4,1.4,20.5,3.9,4.8,15.8,1.8,0.0,—,0.2,BYE,3.7,7.7,7.7,5.9,4.0,3.0,5.8,93.0
232,Bam Knight   ARI,RB,12,—,0.0,—,0.0,9.4,12.4,9.4,BYE,6.7,4.3,14.5,13.2,16.8,6.4,-0.2,—,—,—,7.7,92.9
233,Tez Johnson   TB,WR,16,0.0,—,0.0,2.3,10.1,11.5,15.8,9.3,BYE,20.2,1.6,12.3,1.5,0.0,0.0,0.9,3.9,3.2,5.8,92.6
234,Kendrick Bourne   SF,WR,16,—,6.2,7.8,2.7,24.2,19.2,3.4,7.4,5.4,2.9,0.0,0.0,0.0,BYE,3.7,5.7,3.5,0.0,5.8,92.1
235,Chris Rodriguez Jr.   WAS,RB,13,—,—,3.9,5.9,0.7,0.0,7.2,0.2,12.5,7.6,9.5,BYE,10.1,5.2,—,13.9,—,15.3,7.1,92.0
235,Kansas City Chiefs   KC,DST,17,3.0,3.0,12.0,8.0,7.0,2.0,13.0,10.0,2.0,BYE,2.0,1.0,1.0,4.0,7.0,2.0,4.0,11.0,5.4,92.0
237,Gunnar Helm   TEN,TE,16,2.6,2.9,5.7,2.2,7.4,3.5,7.6,10.3,2.5,BYE,6.9,11.1,8.3,1.8,14.9,2.9,1.1,—,5.7,91.7
238,Sean Tucker   TB,RB,17,0.2,0.0,0.0,0.0,2.9,8.5,1.6,10.2,BYE,6.1,34.0,5.6,0.0,8.9,6.7,6.3,0.8,-0.4,5.4,91.4
239,Matt Gay   SF,K,12,3.0,6.0,14.0,18.0,9.0,8.0,2.0,—,2.0,5.0,7.0,9.0,8.0,BYE,—,—,—,—,7.6,91.0
240,Jalen Coker   CAR,WR,11,—,—,—,—,—,—,0.0,6.6,1.9,5.1,11.2,6.2,17.4,BYE,14.0,7.7,3.6,16.7,8.2,90.4
241,Andrei Iosivas   CIN,WR,17,0.0,2.2,0.0,3.7,13.2,1.5,7.9,0.0,18.0,BYE,5.0,10.6,9.9,3.7,0.0,3.1,8.1,3.0,5.3,89.9
242,Xavier Legette   CAR,WR,15,4.0,0.8,—,—,11.1,3.1,24.2,3.7,3.2,0.0,18.3,5.2,1.1,BYE,5.9,2.2,1.3,5.2,6.0,89.3
243,Mason Taylor   NYJ,TE,13,3.0,1.5,5.8,11.5,17.7,1.2,6.1,14.4,BYE,1.4,7.0,5.1,4.1,10.1,—,—,—,—,6.8,88.9
244,Darren Waller   MIA,TE,9,—,—,—,17.7,18.8,9.2,0.0,—,—,—,—,BYE,6.7,2.7,25.6,7.0,1.0,—,9.9,88.7
245,Bhayshul Tuten   JAC,RB,15,1.1,15.4,8.1,3.2,2.1,4.8,2.2,BYE,9.6,2.0,13.4,1.7,8.9,-1.5,9.3,—,—,8.3,5.9,88.6
245,Ricky Pearsall   SF,WR,10,14.8,9.2,19.7,8.6,—,—,—,—,0.0,—,1.0,2.8,3.4,BYE,15.6,—,13.5,—,8.9,88.6
247,Nick Chubb   HOU,RB,15,6.0,15.2,7.0,8.2,12.1,BYE,2.1,8.9,3.4,6.2,1.7,2.5,9.4,0.3,—,5.2,0.1,—,5.9,88.3
248,Adonai Mitchell   NYJ,WR,16,4.1,4.0,0.0,10.6,0.0,—,1.8,0.0,1.7,—,2.0,6.2,24.2,3.4,17.4,7.3,5.2,0.0,5.5,87.9
249,Dylan Sampson   CLE,RB,15,17.3,10.9,0.2,-0.2,1.2,4.4,2.7,7.9,BYE,0.9,1.9,16.2,2.3,9.8,—,—,5.7,6.4,5.8,87.6
250,Isiah Pacheco   KC,RB,13,4.8,3.9,5.8,12.8,8.6,6.1,12.4,5.8,—,BYE,—,—,5.3,3.0,2.1,13.5,3.2,—,6.7,87.3
251,Tennessee Titans   TEN,DST,17,10.0,4.0,-4.0,2.0,15.0,5.0,4.0,-1.0,20.0,BYE,5.0,6.0,3.0,7.0,0.0,10.0,3.0,-2.0,5.1,87.0
252,David Njoku   CLE,TE,12,6.7,8.0,9.0,3.1,18.7,5.8,—,13.7,BYE,10.1,1.7,0.0,2.4,7.1,—,—,—,—,7.2,86.3
253,Calvin Austin III   PIT,WR,14,17.0,3.2,12.4,3.3,BYE,—,—,6.8,10.6,3.4,1.5,7.6,0.0,4.1,0.0,1.8,—,14.5,6.2,86.2
254,Jonnu Smith   PIT,TE,17,12.5,6.7,5.3,2.6,BYE,5.8,11.8,3.7,5.5,1.4,0.0,5.8,1.6,0.0,10.6,2.8,7.7,1.4,5.0,85.2
255,Olamide Zaccheaus   CHI,WR,16,8.2,4.1,6.6,9.1,BYE,4.8,2.9,10.3,17.8,1.5,0.0,1.6,3.9,8.7,0.0,5.3,—,0.0,5.3,84.8
255,Mike Evans   TB,WR,8,10.1,10.6,13.3,—,—,—,0.0,—,BYE,—,—,—,—,—,19.2,14.1,12.1,5.4,10.6,84.8
257,KaVontae Turpin   DAL,WR,15,4.7,15.3,8.8,6.4,—,—,2.7,0.8,3.3,BYE,1.0,4.2,8.1,5.0,3.2,4.7,15.6,0.7,5.6,84.5
258,Chris Godwin Jr.   TB,WR,9,—,—,—,5.6,5.6,—,—,—,BYE,—,—,2.9,10.8,10.5,14.0,8.0,23.8,1.8,9.2,83.0
259,Darnell Mooney   ATL,WR,15,—,4.0,8.4,2.5,BYE,—,9.8,2.1,2.5,2.7,6.4,16.4,4.5,1.6,6.5,4.4,5.5,5.0,5.5,82.3
260,Sterling Shepard   TB,WR,13,6.9,7.4,12.0,4.0,11.9,7.1,7.5,1.8,BYE,6.1,10.1,4.2,1.5,1.5,—,—,—,—,6.3,82.0
260,Harrison Mevis   LAR,K,9,—,—,—,—,—,—,—,BYE,—,6.0,3.0,13.0,4.0,9.0,12.0,14.0,6.0,15.0,9.1,82.0
262,Jake Moody   WAS,K,9,5.0,—,—,—,—,16.0,14.0,—,—,—,—,BYE,8.0,0.0,13.0,4.0,13.0,8.0,9.0,81.0
263,Tyquan Thornton   KC,WR,14,6.1,13.9,18.1,8.1,12.0,0.0,4.9,0.0,0.0,BYE,7.1,0.0,0.0,3.9,6.7,—,—,—,5.8,80.8
263,Kyler Murray   ARI,QB,5,18.3,15.0,14.1,18.1,15.3,—,—,BYE,—,—,—,—,—,—,—,—,—,—,16.2,80.8
265,Cincinnati Bengals   CIN,DST,17,7.0,5.0,-1.0,1.0,2.0,3.0,3.0,-4.0,6.0,BYE,1.0,10.0,12.0,4.0,7.0,6.0,5.0,12.0,4.6,79.0
265,Green Bay Packers   GB,DST,17,10.0,5.0,8.0,-3.0,BYE,2.0,8.0,5.0,4.0,6.0,7.0,18.0,3.0,3.0,1.0,0.0,-3.0,5.0,4.6,79.0
267,Cole Kmet   CHI,TE,16,4.1,4.9,8.0,7.6,BYE,1.0,2.6,—,2.0,1.5,9.5,1.3,12.6,6.2,4.8,3.4,3.6,5.6,4.9,78.7
268,San Francisco 49ers   SF,DST,17,9.0,5.0,5.0,0.0,7.0,0.0,8.0,2.0,2.0,-3.0,6.0,9.0,11.0,BYE,0.0,12.0,-1.0,6.0,4.6,78.0
269,Samaje Perine   CIN,RB,15,2.6,0.0,0.1,0.4,4.9,5.2,3.1,17.0,0.5,BYE,—,—,5.4,4.8,5.3,12.1,8.3,8.2,5.2,77.9
270,Arizona Cardinals   ARI,DST,17,5.0,13.0,6.0,5.0,7.0,2.0,1.0,BYE,15.0,6.0,-1.0,17.0,3.0,-4.0,-1.0,7.0,-1.0,-3.0,4.5,77.0
270,New York Giants   NYG,DST,17,3.0,1.0,2.0,7.0,1.0,8.0,1.0,0.0,3.0,0.0,2.0,4.0,2.0,BYE,5.0,15.0,18.0,5.0,4.5,77.0
272,Washington Commanders   WAS,DST,17,9.0,2.0,11.0,2.0,13.0,5.0,-1.0,6.0,-2.0,-2.0,4.0,BYE,3.0,3.0,9.0,3.0,5.0,6.0,4.5,76.0
273,Isaac TeSlaa   DET,WR,17,8.3,3.9,0.0,0.0,8.2,0.0,0.0,BYE,0.0,2.1,0.0,0.0,11.5,10.0,0.0,15.2,13.9,2.8,4.5,75.9
274,Dontayvion Wicks   GB,WR,14,5.0,8.4,4.1,3.9,BYE,3.5,1.5,—,—,7.8,1.9,5.2,28.0,0.0,1.6,3.2,1.7,—,5.4,75.8
275,Carson Wentz   MIN,QB,5,—,—,15.3,23.2,14.7,BYE,13.3,8.8,—,—,—,—,—,—,—,—,—,—,15.1,75.3
276,Greg Dortch   ARI,WR,12,0.8,2.1,2.8,7.9,3.2,9.9,2.5,BYE,0.9,6.2,18.6,16.8,3.4,—,—,—,—,—,6.3,75.1
277,Las Vegas Raiders   LV,DST,17,10.0,5.0,-1.0,3.0,-4.0,16.0,0.0,BYE,2.0,10.0,2.0,5.0,4.0,3.0,0.0,1.0,1.0,18.0,4.4,75.0
278,Pat Bryant   DEN,WR,15,0.0,3.8,0.0,0.0,0.0,4.2,1.6,12.0,4.0,5.3,13.2,BYE,7.2,7.2,—,9.2,—,7.1,5.0,74.8
278,Noah Fant   CIN,TE,15,12.6,5.8,5.6,—,0.0,6.7,14.4,7.1,10.8,BYE,6.6,1.9,1.3,2.5,0.0,—,0.0,-0.5,5.0,74.8
280,Michael Mayer   LV,TE,13,7.8,2.9,0.0,—,—,16.0,2.0,BYE,5.6,5.2,4.3,2.4,—,—,0.0,2.0,17.9,7.7,5.7,73.8
281,JuJu Smith-Schuster   KC,WR,17,10.5,1.5,9.5,13.6,3.7,8.7,6.5,4.9,1.2,BYE,0.0,1.8,0.0,1.5,0.0,2.2,4.6,3.3,4.3,73.5
282,Darnell Washington   PIT,TE,16,0.0,2.0,0.0,5.0,BYE,9.2,9.2,0.0,8.3,2.5,10.7,4.2,6.5,2.2,5.5,4.6,3.5,—,4.6,73.4
283,Tyler Lockett   LV,WR,17,0.0,2.9,7.7,0.0,7.6,1.0,3.8,BYE,0.0,9.4,6.3,10.2,2.1,7.1,3.0,1.6,8.9,1.5,4.3,73.1
284,Jeremy McNichols   WAS,RB,17,2.5,0.0,13.8,1.3,2.8,6.5,6.5,11.8,0.0,3.9,4.9,BYE,5.0,1.2,1.2,5.2,4.0,2.1,4.3,72.7
285,Dillon Gabriel   CLE,QB,10,—,4.8,—,0.0,16.1,8.8,5.8,13.5,BYE,20.1,2.9,—,0.0,—,—,0.0,—,—,7.2,72.1
286,John Metchie III   NYJ,WR,16,0.0,1.0,1.8,3.0,0.0,0.0,—,0.0,BYE,0.6,13.5,18.5,5.7,7.4,6.9,1.4,7.1,5.0,4.5,71.9
287,Isaiah Davis   NYJ,RB,16,1.8,1.6,0.0,4.7,6.3,1.1,5.2,17.9,BYE,2.1,1.1,0.7,0.0,2.2,13.5,10.0,3.0,—,4.5,71.2
288,Tyler Higbee   LAR,TE,10,0.0,7.7,0.0,4.5,—,14.0,4.9,BYE,10.3,6.3,3.3,—,—,—,—,—,—,20.1,7.1,71.1
289,Mike Gesicki   CIN,TE,13,2.4,4.8,1.6,1.8,3.5,0.0,—,—,—,BYE,—,7.5,3.9,20.6,2.1,12.5,6.7,3.3,5.4,70.7
