RK,PLAYER,POS,GP,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,AVG,TTL
290,Matthew Golden   GB,WR,14,3.6,1.5,10.1,11.3,BYE,13.2,7.7,3.4,2.9,—,3.4,—,—,0.0,8.5,0.4,2.2,1.8,5.0,70.0
290,Van Jefferson   TEN,WR,16,0.0,3.0,1.8,1.6,0.0,11.5,8.1,1.6,3.1,BYE,11.2,2.1,5.0,3.7,5.3,4.4,7.6,—,4.4,70.0
292,Davis Mills   HOU,QB,6,—,—,—,—,1.2,BYE,—,—,6.2,28.7,16.4,14.5,—,—,—,—,—,2.6,11.6,69.6
293,Tre' Harris   LAC,WR,17,2.1,5.4,0.0,0.0,0.0,6.7,4.3,8.8,3.8,2.4,2.2,BYE,6.0,3.1,7.9,9.4,2.5,4.8,4.1,69.4
294,Jaylin Noel   HOU,WR,17,1.7,0.0,1.4,1.0,9.8,BYE,11.7,11.3,-0.3,7.5,2.2,1.9,0.0,3.3,0.0,0.0,14.6,2.3,4.0,68.4
295,DeAndre Hopkins   BAL,WR,17,11.5,14.4,2.3,0.0,6.6,4.0,BYE,2.4,0.0,3.6,2.1,3.3,4.5,0.0,4.2,8.1,0.0,0.0,3.9,67.0
296,Kalif Raymond   DET,WR,15,3.6,3.3,1.4,9.3,0.0,0.0,4.7,BYE,0.0,9.9,0.0,5.7,—,—,3.0,16.2,1.5,8.2,4.5,66.8
297,Devaughn Vele   NO,WR,13,2.3,7.3,—,0.0,3.3,0.0,0.0,2.0,0.0,2.5,BYE,6.7,23.3,7.0,11.9,—,—,—,5.1,66.3
298,Justice Hill   BAL,RB,10,-0.1,5.5,7.5,28.7,2.2,9.4,BYE,0.2,3.5,8.3,—,0.0,—,—,—,—,—,—,6.5,65.2
299,Tory Horton   SEA,WR,8,0.0,11.2,18.2,2.0,12.9,0.0,0.0,BYE,20.8,—,—,—,—,—,—,—,—,—,8.1,65.1
300,Tyrod Taylor   NYJ,QB,6,—,8.3,17.7,—,—,—,4.1,—,BYE,—,—,13.8,21.3,-0.8,—,—,—,—,10.7,64.5
301,Ray Davis   BUF,RB,17,1.1,2.4,0.0,0.3,0.1,9.9,BYE,1.6,0.0,0.8,0.0,6.0,6.2,0.0,2.3,5.4,2.6,25.4,3.8,64.1
302,Tommy Tremble   CAR,TE,17,1.2,5.0,3.6,15.2,1.7,7.9,1.0,1.4,0.0,0.0,6.4,0.0,1.2,BYE,3.3,1.6,1.6,12.8,3.8,63.9
303,Travis Hunter   JAC,WR,7,9.3,5.2,3.1,7.2,9.4,5.5,24.1,BYE,—,—,—,—,—,—,—,—,—,—,9.1,63.8
304,Brashard Smith   KC,RB,17,0.0,0.2,1.3,6.6,6.6,5.1,13.1,0.8,0.7,BYE,2.8,6.6,0.0,0.7,0.1,1.4,9.5,7.8,3.7,63.3
305,Greg Dulcich   MIA,TE,10,—,—,—,—,—,—,—,0.0,9.9,3.2,3.8,BYE,4.4,7.1,6.6,5.6,16.1,6.1,6.3,62.8
305,Davis Allen   LAR,TE,17,8.3,7.8,1.3,1.0,4.4,1.7,1.4,BYE,6.7,8.8,0.0,5.9,1.4,4.1,4.6,5.4,0.0,0.0,3.7,62.8
307,Brian Robinson Jr.   SF,RB,17,4.7,2.9,2.2,2.1,1.2,3.8,3.6,0.0,11.3,11.5,2.4,5.4,2.6,BYE,2.1,2.0,3.8,0.9,3.7,62.5
308,Michael Badgley   BUF,K,9,—,—,—,—,—,8.0,6.0,9.0,12.0,8.0,—,8.0,5.0,—,—,6.0,0.0,—,6.9,62.0
309,Isaiah Likely   BAL,TE,14,—,—,—,0.0,2.2,2.6,BYE,2.8,9.0,3.7,3.5,2.0,12.5,12.5,0.0,0.0,5.7,5.2,4.4,61.7
310,Cedric Tillman   CLE,WR,13,16.2,10.2,5.6,1.6,—,—,—,—,BYE,3.1,8.2,1.5,0.0,3.3,0.0,1.8,5.2,3.3,4.6,60.0
310,Devin Neal   NO,RB,9,0.9,—,—,—,—,—,0.1,4.1,2.2,6.1,BYE,11.1,9.9,15.4,10.2,—,—,—,6.7,60.0
310,Charlie Smyth   NO,K,6,—,—,—,—,—,—,—,—,—,—,BYE,—,5.0,6.0,10.0,20.0,14.0,5.0,10.0,60.0
313,Daniel Bellinger   NYG,TE,16,2.4,0.0,1.6,2.3,9.2,0.0,17.8,3.1,—,1.8,0.0,0.0,0.0,BYE,6.5,0.0,3.1,11.8,3.7,59.6
314,Austin Hooper   NE,TE,16,2.0,6.8,4.8,3.4,0.0,1.5,9.1,5.8,3.0,0.0,—,6.9,0.0,BYE,0.0,5.4,9.1,1.5,3.7,59.3
315,Dallas Cowboys   DAL,DST,17,1.0,1.0,-1.0,1.0,7.0,2.0,15.0,-2.0,13.0,BYE,9.0,5.0,2.0,-1.0,1.0,-1.0,2.0,5.0,3.5,59.0
316,Isaiah Williams   NYJ,WR,15,—,0.0,0.0,-2.0,—,0.0,0.0,8.6,BYE,7.4,1.6,0.0,0.0,10.4,11.3,6.5,7.5,7.4,3.9,58.7
317,Emari Demercado   ARI,RB,13,0.0,0.0,0.0,10.1,6.1,0.1,—,BYE,8.8,13.4,4.0,—,—,—,2.1,3.0,4.0,6.7,4.5,58.3
318,Demarcus Robinson   SF,WR,14,—,—,—,3.0,6.9,6.4,0.0,4.5,0.0,6.4,2.3,1.8,0.6,BYE,5.6,10.3,5.0,5.4,4.2,58.2
319,Elijah Higgins   ARI,TE,17,1.3,6.5,1.7,0.0,3.0,5.4,1.3,BYE,6.0,3.9,1.1,0.0,3.7,1.0,1.3,16.1,0.0,5.8,3.4,58.1
320,Joshua Karty   ARI,K,8,2.0,9.0,17.0,10.0,6.0,5.0,5.0,BYE,4.0,—,—,—,—,—,—,—,—,—,7.3,58.0
321,Christian Kirk   HOU,WR,13,—,—,5.5,5.0,10.4,BYE,—,—,6.6,1.3,1.6,16.4,0.0,1.6,0.0,6.7,2.1,0.7,4.5,57.9
322,Malik Nabers   NYG,WR,4,12.1,37.7,3.3,4.0,—,—,—,—,—,—,—,—,—,BYE,—,—,—,—,14.3,57.1
323,Spencer Shrader   IND,K,5,16.0,18.0,11.0,10.0,2.0,—,—,—,—,—,BYE,—,—,—,—,—,—,—,11.4,57.0
323,Kyle Juszczyk   SF,RB,17,5.2,1.5,7.1,6.2,5.0,1.9,1.8,1.4,2.2,2.8,4.6,0.0,4.7,BYE,1.7,0.0,9.4,1.5,3.4,57.0
325,Jake Browning   CIN,QB,5,—,20.7,7.9,5.4,22.1,—,—,—,—,BYE,—,0.6,—,—,—,—,—,—,11.3,56.7
326,Rashod Bateman   BAL,WR,13,3.0,3.5,17.3,3.4,0.0,1.8,BYE,7.1,9.3,4.0,—,—,0.0,4.3,—,0.0,1.7,—,4.3,55.4
326,Keaton Mitchell   BAL,RB,13,—,—,—,—,2.3,0.0,BYE,4.3,2.8,3.1,7.4,2.9,11.1,7.6,6.6,1.3,5.8,0.2,4.3,55.4
328,Josh Oliver   MIN,TE,15,1.5,0.0,8.2,0.0,11.5,BYE,1.9,0.0,—,—,0.7,1.4,0.0,16.4,2.8,3.9,1.8,4.9,3.7,55.0
329,Isaiah Bond   CLE,WR,16,1.5,2.5,3.6,8.8,4.9,2.9,0.0,0.0,BYE,—,0.8,7.8,3.7,0.0,10.9,2.0,2.6,2.7,3.4,54.7
330,Ollie Gordon II   MIA,RB,17,1.3,2.3,9.8,1.0,-0.2,1.2,2.3,13.6,1.9,-0.3,10.5,BYE,1.0,7.7,0.0,-0.1,0.0,2.1,3.2,54.1
331,Ja'Tavion Sanders   CAR,TE,13,4.7,12.4,3.1,—,—,—,0.0,4.9,1.5,8.2,6.2,1.6,0.0,BYE,2.5,8.9,0.0,—,4.2,54.0
332,Tank Bigsby   PHI,RB,16,1.2,—,0.0,0.0,0.0,0.0,2.0,10.4,BYE,0.7,3.4,0.8,0.0,0.4,5.7,9.7,1.9,17.6,3.4,53.8
333,Tyreek Hill   MIA,WR,4,8.0,16.9,15.9,12.7,—,—,—,—,—,—,—,BYE,—,—,—,—,—,—,13.4,53.5
334,Russell Wilson   NYG,QB,6,11.1,31.3,7.1,0.3,—,0.0,—,—,—,3.0,—,—,—,BYE,—,—,—,—,8.8,52.8
335,Jackson Hawes   BUF,TE,17,3.9,1.5,7.5,2.5,0.0,0.0,BYE,3.5,2.8,9.6,0.0,4.6,2.0,7.3,1.9,4.6,0.0,1.0,3.1,52.7
336,Joshua Palmer   BUF,WR,12,11.1,6.7,1.5,4.5,5.6,8.0,BYE,—,—,—,3.7,4.1,—,—,2.6,1.2,2.2,1.1,4.4,52.3
337,Terrance Ferguson   LAR,TE,13,—,0.0,—,—,3.1,0.0,10.1,BYE,7.4,4.2,0.0,0.0,0.0,0.0,1.6,12.3,13.4,—,4.0,52.1
338,Brandin Cooks   BUF,WR,15,5.6,4.6,5.4,5.2,1.5,3.1,1.3,5.2,3.6,0.0,—,—,2.3,0.0,0.0,0.0,14.1,—,3.5,51.9
339,Tim Patrick   JAC,WR,16,0.0,0.0,2.6,0.9,0.0,9.6,3.2,BYE,—,0.0,11.0,0.0,2.1,18.8,0.0,2.1,0.0,1.4,3.2,51.7
340,Luke McCaffrey   WAS,WR,9,0.0,4.9,14.6,10.1,6.0,10.3,0.0,5.4,0.0,—,—,BYE,—,—,—,—,—,—,5.7,51.3
341,Malik Willis   GB,QB,4,—,—,—,—,BYE,—,—,—,—,—,5.8,0.6,—,—,—,13.2,31.5,—,12.8,51.2
342,Jahan Dotson   PHI,WR,17,8.9,1.4,1.7,0.0,3.4,2.7,0.0,11.0,BYE,0.0,6.3,0.0,2.2,1.3,0.0,4.3,0.0,7.0,3.0,50.2
343,Dyami Brown   JAC,WR,15,8.8,17.6,2.7,—,3.5,4.0,7.0,BYE,5.9,0.0,0.0,0.0,—,0.0,-1.6,0.0,0.0,1.8,3.3,49.7
344,Kyle Williams   NE,WR,17,2.2,0.0,1.8,-0.2,0.0,0.0,0.0,0.0,0.0,14.2,0.0,2.8,10.3,BYE,0.0,12.6,5.0,0.5,2.9,49.2
344,Jaylin Lane   WAS,WR,15,2.1,1.2,6.8,3.8,2.6,5.4,9.0,1.0,3.9,5.1,2.3,BYE,0.0,0.0,6.0,0.0,—,—,3.3,49.2
344,Luke Musgrave   GB,TE,17,1.4,5.2,0.0,1.6,BYE,1.7,0.0,1.5,6.4,5.3,0.9,1.7,3.3,4.2,9.2,6.8,0.0,0.0,2.9,49.2
347,David Sills V   ATL,WR,17,0.0,0.0,1.9,0.0,BYE,0.0,0.0,3.4,0.0,0.0,2.1,9.6,9.5,0.0,13.8,0.0,6.7,2.1,2.9,49.1
348,Jayden Reed   GB,WR,7,13.5,0.0,—,—,BYE,—,—,—,—,—,—,—,—,9.3,10.5,7.1,8.1,0.0,6.9,48.5
349,Xavier Smith   LAR,WR,16,4.6,0.0,0.0,0.0,0.0,0.0,3.5,BYE,3.2,2.4,1.8,—,11.2,1.6,0.0,7.7,10.7,1.6,3.0,48.3
350,Jaylen Wright   MIA,RB,11,—,—,—,—,—,—,0.0,3.8,0.0,1.7,0.4,BYE,1.6,16.7,2.1,12.3,5.6,4.0,4.4,48.2
350,Mitchell Evans   CAR,TE,17,0.0,1.9,1.9,11.3,7.4,3.1,4.4,0.0,0.0,0.0,4.8,0.0,5.0,BYE,0.0,5.3,1.6,1.5,2.8,48.2
352,Audric Estime   NO,RB,7,—,—,—,—,—,—,—,—,—,0.0,BYE,—,0.0,1.1,8.0,6.6,16.8,15.6,6.9,48.1
353,Parker Romo   ATL,K,7,—,18.0,0.0,10.0,BYE,6.0,4.0,5.0,5.0,—,—,—,—,—,—,—,—,—,6.9,48.0
354,Tanner Hudson   CIN,TE,13,—,—,—,0.0,0.0,11.0,—,1.9,6.2,BYE,5.2,1.9,8.4,2.1,4.6,1.4,5.1,0.0,3.7,47.8
355,Calvin Ridley   TEN,WR,7,6.7,8.7,3.7,5.0,18.1,2.8,—,—,—,BYE,2.3,—,—,—,—,—,—,—,6.8,47.3
356,New York Jets   NYJ,DST,17,3.0,0.0,9.0,0.0,-3.0,9.0,6.0,-3.0,BYE,19.0,1.0,1.0,4.0,6.0,-2.0,4.0,-3.0,-4.0,2.8,47.0
357,Jeremy Ruckert   NYJ,TE,17,3.6,7.5,0.0,3.3,6.8,0.0,0.0,3.4,BYE,1.0,6.3,0.0,3.2,3.9,3.3,3.4,1.2,0.0,2.8,46.9
358,Jalen Tolbert   DAL,WR,13,1.0,3.6,7.4,10.1,0.0,1.8,2.6,12.7,0.0,BYE,0.0,—,0.0,—,—,—,7.1,0.0,3.6,46.3
359,Tyrell Shavers   BUF,WR,17,0.0,0.0,4.4,0.0,0.0,5.7,BYE,0.0,1.7,3.4,19.0,0.0,0.0,2.6,0.0,3.1,5.6,0.0,2.7,45.5
359,Adam Trautman   DEN,TE,17,1.5,10.0,0.0,5.2,2.1,0.0,0.0,0.0,4.5,1.2,1.8,BYE,7.7,3.7,0.0,3.4,4.4,0.0,2.7,45.5
361,Jameis Winston   NYG,QB,3,—,—,—,—,—,—,—,—,—,—,12.0,33.2,—,BYE,0.0,—,—,—,15.1,45.3
362,Jerome Ford   CLE,RB,13,1.5,10.4,5.0,1.3,5.8,8.0,3.0,0.9,BYE,0.1,0.2,-0.3,4.7,3.0,—,—,—,—,3.4,43.6
363,Jack Bech   LV,WR,16,3.3,0.0,2.0,0.0,5.7,0.0,3.3,BYE,0.0,0.0,2.9,0.0,4.2,11.0,3.7,6.3,—,0.0,2.7,42.4
364,Taysom Hill   NO,TE,13,—,—,—,—,0.7,6.1,2.8,2.2,3.0,2.0,BYE,1.7,1.7,-0.1,0.2,15.3,0.0,6.2,3.2,41.8
365,Malik Davis   DAL,RB,10,—,—,—,—,—,—,0.0,0.3,0.3,BYE,2.0,2.4,10.7,0.6,11.7,2.3,10.3,—,4.1,40.6
366,Tyler Huntley   BAL,QB,5,—,—,—,—,—,6.6,BYE,16.7,—,—,—,—,—,—,-0.3,2.8,14.3,—,8.0,40.1
367,Adam Thielen   PIT,WR,16,2.0,4.6,0.0,3.1,0.0,—,2.0,0.0,0.0,3.6,1.6,0.0,—,1.4,1.7,8.9,3.4,7.3,2.5,39.6
368,Zavier Scott   MIN,RB,11,—,—,6.0,16.4,-0.2,BYE,1.6,4.4,0.0,—,—,—,3.1,3.0,—,2.2,0.0,2.7,3.6,39.2
369,Graham Gano   NYG,K,5,8.0,13.0,3.0,—,—,—,—,9.0,6.0,—,—,—,—,BYE,—,—,—,—,7.8,39.0
370,Noah Gray   KC,TE,16,1.3,1.1,4.7,1.1,0.0,4.5,3.8,4.3,0.0,BYE,2.9,5.5,—,2.4,0.0,0.0,1.2,6.0,2.4,38.8
371,Roman Wilson   PIT,WR,14,0.0,1.7,0.0,0.0,BYE,2.2,3.7,17.4,-0.6,11.5,2.7,0.0,0.0,0.0,—,—,0.0,—,2.8,38.6
371,Chris Moore   WAS,WR,14,4.4,—,4.5,0.9,0.0,13.6,7.9,0.0,0.0,0.0,4.8,BYE,0.0,—,—,0.0,2.5,0.0,2.8,38.6
373,Tyler Johnson   NYJ,WR,12,5.1,0.0,5.2,—,0.0,0.0,9.0,15.4,BYE,0.0,0.0,—,0.0,—,—,1.7,1.3,—,3.1,37.7
374,Devontez Walker   BAL,WR,11,—,16.6,4.4,0.0,0.0,—,BYE,—,—,—,0.0,4.0,0.0,—,0.0,0.0,0.0,12.6,3.4,37.6
375,Hunter Luepke   DAL,RB,17,0.0,0.0,0.0,0.6,2.0,8.7,1.3,0.2,0.0,BYE,7.1,1.7,0.0,0.0,5.0,2.4,5.4,2.6,2.2,37.0
376,Elijah Arroyo   SEA,TE,13,1.7,5.1,0.0,6.4,2.0,1.6,6.2,BYE,10.9,1.5,0.0,1.5,0.0,0.0,—,—,—,—,2.8,36.9
377,Brock Wright   DET,TE,11,0.0,11.8,0.0,0.0,8.9,0.0,5.3,BYE,2.1,0.0,2.8,5.9,—,—,—,—,—,—,3.3,36.8
378,Jordan Whittington   LAR,WR,17,0.5,6.2,3.4,1.7,5.3,5.3,2.9,BYE,0.0,0.0,1.9,4.7,0.0,1.5,0.0,2.9,0.0,0.0,2.1,36.3
379,Charlie Kolar   BAL,TE,17,0.0,0.0,4.2,0.0,2.0,0.0,BYE,8.0,10.3,3.3,0.0,0.0,2.7,2.9,0.0,2.8,0.0,0.0,2.1,36.2
379,Quinn Ewers   MIA,QB,4,—,—,—,—,—,—,2.1,—,—,—,—,BYE,—,—,—,8.9,15.8,9.4,9.0,36.2
381,Hunter Renfrow   CAR,WR,6,3.1,23.8,2.6,3.0,1.7,1.7,—,—,—,—,—,—,—,BYE,—,—,—,—,6.0,35.9
381,Ameer Abdullah   IND,RB,13,—,—,—,—,6.6,2.6,3.7,1.8,1.5,1.8,BYE,0.0,0.0,2.9,9.7,-0.6,1.4,4.5,2.8,35.9
383,Brady Cook   NYJ,QB,5,—,—,—,—,—,—,—,—,BYE,—,—,—,—,4.5,11.9,4.7,5.2,9.1,7.1,35.5
384,Tyler Badie   DEN,RB,16,3.6,4.2,0.0,2.1,2.6,—,3.9,0.6,2.6,0.0,1.0,BYE,4.8,3.1,1.1,1.2,0.0,4.6,2.2,35.4
384,Trey Benson   ARI,RB,5,8.5,8.4,8.1,10.4,—,—,—,BYE,—,—,0.0,—,—,—,—,—,—,—,7.1,35.4
386,Philip Rivers   IND,QB,3,—,—,—,—,—,—,—,—,—,—,BYE,—,—,—,7.8,18.1,8.8,—,11.6,34.7
387,Lil'Jordan Humphrey   DEN,WR,10,—,—,—,—,—,9.5,0.0,0.0,—,—,0.0,BYE,0.0,5.7,13.2,1.9,4.3,0.0,3.5,34.6
388,Gunner Olszewski   NYG,WR,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,0.0,0.0,5.3,-2.0,BYE,—,0.0,2.9,18.2,2.1,33.8
389,James Conner   ARI,RB,4,14.4,12.2,6.7,—,—,—,—,BYE,—,0.0,—,—,—,—,—,—,—,—,8.3,33.3
389,Kendre Miller   NO,RB,7,2.4,2.0,5.6,12.5,5.9,4.2,0.7,—,—,—,BYE,—,—,—,—,—,—,—,4.8,33.3
391,Kevin Austin Jr.   NO,WR,8,—,—,0.0,—,—,—,—,—,—,—,BYE,0.0,0.0,0.0,6.3,3.8,15.2,7.7,4.1,33.0
391,Younghoe Koo   NYG,K,6,9.0,—,—,—,—,—,—,—,—,8.0,2.0,10.0,1.0,BYE,3.0,—,—,—,5.5,33.0
393,Chris Brooks   GB,RB,17,1.3,5.7,0.0,1.1,BYE,0.1,0.0,0.0,4.4,0.0,0.8,3.6,2.9,1.6,2.6,0.4,2.1,6.1,1.9,32.7
394,Hunter Long   JAC,TE,9,7.6,0.0,3.2,11.3,1.3,3.9,3.6,BYE,1.6,—,—,—,—,0.0,—,—,—,—,3.6,32.5
395,Ben Sauls   NYG,K,3,—,—,—,—,—,—,—,—,—,—,—,—,—,BYE,—,7.0,10.0,15.0,10.7,32.0
395,Riley Leonard   IND,QB,5,—,—,—,—,—,—,—,0.1,—,—,BYE,—,—,11.3,—,0.0,-1.0,21.6,6.4,32.0
395,Marquez Valdes-Scantling   PIT,WR,10,0.0,0.0,1.9,—,1.9,4.2,—,—,—,—,—,—,—,0.0,8.9,1.6,5.1,8.4,3.2,32.0
398,Drew Sample   CIN,TE,17,0.0,1.7,10.0,0.0,0.9,0.8,0.0,0.0,0.0,BYE,0.0,1.0,2.7,0.0,3.2,5.1,1.8,4.7,1.9,31.9
399,Mitch Tinsley   CIN,WR,13,0.0,8.3,0.0,1.9,—,—,—,—,3.7,BYE,0.0,10.9,4.2,0.0,2.6,0.0,0.0,0.0,2.4,31.6
399,Malachi Corley   CLE,WR,13,—,—,—,—,1.1,0.0,3.7,3.1,BYE,3.2,2.9,1.2,0.9,0.2,2.0,6.1,1.4,5.8,2.4,31.6
401,Jaleel McLaughlin   DEN,RB,8,—,—,—,—,—,0.0,—,—,—,—,8.4,BYE,4.0,4.1,0.4,3.7,4.0,6.8,3.9,31.4
402,Tutu Atwell   LAR,WR,10,1.4,0.0,0.0,15.8,9.2,—,0.0,BYE,—,—,—,—,—,—,1.9,0.0,0.0,2.9,3.1,31.2
403,Mitchell Trubisky   BUF,QB,4,—,1.0,—,—,—,—,BYE,0.9,—,0.4,—,—,—,—,—,—,—,28.9,7.8,31.1
404,Julian Hill   MIA,TE,14,2.0,0.0,1.4,2.9,6.2,6.1,1.1,—,—,—,2.4,BYE,0.0,0.0,4.5,0.0,2.6,1.8,2.2,31.0
405,Gabe Davis   BUF,WR,6,—,—,—,—,—,—,BYE,—,—,—,7.0,3.2,1.5,4.1,—,—,0.0,15.1,5.2,30.9
406,Mo Alie-Cox   IND,TE,17,3.0,1.8,0.0,0.0,0.0,2.6,1.6,0.0,0.0,0.0,BYE,1.9,0.0,0.0,0.0,3.6,11.0,5.2,1.8,30.7
407,Zay Jones   ARI,WR,8,1.4,0.0,4.5,—,2.8,12.9,8.7,BYE,0.0,0.0,—,—,—,—,—,—,—,—,3.8,30.3
408,Brycen Tremayne   CAR,WR,16,0.0,7.8,3.5,6.6,1.9,0.0,0.0,0.0,1.8,—,3.7,0.0,0.0,BYE,0.0,0.0,0.0,4.7,1.9,30.0
409,Jalen McMillan   TB,WR,4,—,—,—,—,—,—,—,—,BYE,—,—,—,—,—,5.8,3.6,18.4,2.1,7.5,29.9
410,Jawhar Jordan   HOU,RB,4,—,—,—,—,—,BYE,—,—,—,—,—,—,—,—,13.8,12.0,3.6,0.3,7.4,29.7
411,Luke Farrell   SF,TE,17,1.4,9.5,0.0,2.0,1.8,0.0,2.1,0.0,1.9,9.5,0.0,1.3,0.0,BYE,0.0,0.0,0.0,0.0,1.7,29.5
412,Raheem Mostert   LV,RB,12,—,—,—,8.3,2.2,-0.4,1.2,BYE,2.4,2.5,3.3,5.0,0.6,1.2,1.2,1.9,—,—,2.5,29.4
413,Treylon Burks   WAS,WR,8,—,—,—,—,—,—,—,—,2.4,8.8,—,BYE,7.5,0.0,0.0,5.0,2.1,3.2,3.6,29.0
414,Jimmy Horn Jr.   CAR,WR,13,—,—,—,—,5.1,6.7,2.5,0.9,1.8,0.0,0.0,2.1,0.0,BYE,1.7,2.5,2.9,2.5,2.2,28.7
415,Elijah Moore   DEN,WR,9,2.1,10.7,6.1,0.0,—,0.0,—,2.4,3.8,2.8,—,0.7,—,—,—,—,—,—,3.2,28.6
416,Ben Sinnott   WAS,TE,16,0.0,1.7,0.0,0.0,0.0,0.0,0.0,3.2,0.0,7.4,—,BYE,0.0,1.8,4.6,1.5,5.9,2.3,1.8,28.4
417,Isaiah Hodgins   NYG,WR,7,—,—,—,—,—,—,—,—,—,—,10.7,12.2,1.4,BYE,1.4,0.0,1.8,0.0,3.9,27.5
418,Connor Heyward   PIT,TE,16,0.0,1.6,0.0,0.2,BYE,8.2,0.0,0.0,0.4,0.0,0.3,0.0,—,0.2,6.4,0.0,2.6,7.5,1.7,27.4
419,John Bates   WAS,TE,15,0.0,0.0,—,—,1.9,0.0,1.5,3.2,4.0,1.6,0.0,BYE,2.9,0.0,2.9,0.0,0.0,9.3,1.8,27.3
420,Luke Schoonmaker   DAL,TE,17,0.0,0.0,1.5,2.8,1.3,1.8,0.0,4.5,2.4,BYE,0.0,0.0,1.1,2.2,3.9,0.0,3.5,2.2,1.6,27.2
421,Miles Sanders   DAL,RB,4,4.0,9.9,8.3,4.5,—,—,—,—,—,BYE,—,—,—,—,—,—,—,—,6.7,26.7
421,Jahdae Walker   CHI,WR,7,—,—,—,0.0,BYE,—,—,0.0,0.0,—,—,—,—,0.0,—,10.1,5.0,11.6,3.8,26.7
423,Josh Johnson   WAS,QB,5,—,—,—,—,—,—,—,—,—,0.0,0.0,BYE,—,—,—,0.7,8.9,16.7,5.3,26.4
424,Theo Wease Jr.   MIA,WR,3,—,—,—,—,—,—,—,—,—,—,—,BYE,—,—,—,5.2,13.3,7.4,8.6,25.9
425,Jaret Patterson   LAC,RB,6,—,—,—,—,—,—,—,3.0,4.4,0.1,—,BYE,11.4,—,—,—,0.1,6.7,4.3,25.7
426,Savion Williams   GB,WR,12,1.1,2.4,-0.1,5.3,BYE,0.3,0.0,7.9,1.2,2.2,4.3,0.0,—,—,—,0.9,—,—,2.1,25.5
427,Konata Mumpfield   LAR,WR,17,0.0,0.0,0.0,0.0,0.0,1.7,7.5,BYE,0.0,0.0,0.0,4.5,0.0,1.5,0.0,7.0,3.0,0.0,1.5,25.2
427,John FitzPatrick   GB,TE,15,1.2,0.0,9.2,0.0,BYE,0.0,1.6,1.4,0.0,0.0,1.5,2.1,0.0,3.4,4.8,0.0,—,—,1.7,25.2
429,LeQuint Allen Jr.   JAC,RB,17,2.1,1.3,1.9,1.7,0.0,2.2,1.4,BYE,2.1,1.6,3.6,0.2,0.0,2.8,2.6,1.0,0.3,0.0,1.5,24.8
430,Ian Thomas   LV,TE,15,0.0,0.0,0.0,0.0,5.0,1.4,0.0,BYE,1.9,0.0,3.0,7.6,1.8,3.7,—,—,0.0,0.0,1.6,24.4
431,Bo Melton   GB,WR,16,0.0,—,0.0,0.0,BYE,0.3,0.0,0.0,0.0,4.8,1.7,0.0,1.5,11.5,0.0,0.0,4.4,0.0,1.5,24.2
431,Rasheen Ali   BAL,RB,15,0.5,0.0,0.0,0.0,0.0,0.0,BYE,0.0,0.0,—,2.5,—,1.7,3.3,11.2,2.2,2.8,0.0,1.6,24.2
433,Dare Ogunbowale   HOU,RB,17,2.6,0.0,0.0,0.0,0.0,BYE,0.0,2.7,1.2,0.0,1.9,0.0,0.0,6.5,6.4,0.9,0.0,1.9,1.4,24.1
434,Brevyn Spann-Ford   DAL,TE,17,0.0,1.3,0.0,0.0,0.0,1.2,0.0,1.9,0.0,BYE,1.4,7.4,0.0,1.7,0.0,0.0,4.1,5.0,1.4,24.0
435,Dont'e Thornton Jr.   LV,WR,15,6.5,3.0,4.9,0.0,0.0,0.0,0.0,BYE,—,1.4,0.0,2.4,2.1,—,0.0,0.0,3.2,0.0,1.6,23.5
436,Antonio Gibson   NE,RB,5,0.3,9.8,0.8,8.7,3.6,—,—,—,—,—,—,—,—,BYE,—,—,—,—,4.6,23.2
437,Josh Reynolds   NYJ,WR,5,3.8,—,—,0.0,7.9,5.5,5.9,—,BYE,—,—,—,—,—,—,—,—,—,4.6,23.1
438,Allen Lazard   NYJ,WR,10,—,0.0,9.3,1.8,1.3,—,3.6,1.5,BYE,—,—,1.9,2.0,0.0,1.6,—,—,—,2.3,23.0
438,Andrew Beck   NYJ,TE,17,0.0,0.0,0.0,0.0,7.1,1.6,0.0,1.9,BYE,0.0,0.0,2.0,0.0,2.7,0.5,0.0,0.0,7.2,1.4,23.0
440,Grant Calcaterra   PHI,TE,15,0.0,1.6,0.0,2.6,3.8,—,—,0.0,BYE,0.0,0.0,1.8,0.0,0.0,1.4,0.0,1.3,10.1,1.5,22.6
441,Lucas Havrisik   GB,K,3,—,—,—,—,BYE,10.0,11.0,—,—,—,1.0,—,—,—,—,—,—,—,7.3,22.0
441,Matthew Wright   HOU,K,4,—,—,—,—,—,5.0,—,1.0,—,4.0,12.0,—,—,—,—,—,—,—,5.5,22.0
443,Curtis Samuel   BUF,WR,6,—,—,—,1.9,10.6,—,BYE,0.0,1.6,3.1,3.9,—,—,—,—,—,—,—,3.5,21.1
444,George Holani   SEA,RB,10,0.0,6.0,4.2,0.0,0.0,0.0,0.0,BYE,0.9,9.1,0.6,—,—,—,—,—,—,—,2.1,20.8
445,Jamari Thrash   CLE,WR,9,1.6,1.5,2.7,0.0,3.2,3.3,3.3,5.1,BYE,0.0,—,—,—,—,—,—,—,—,2.3,20.7
