RK,PLAYER,POS,GP,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,AVG,TTL
143,Greg Zuerlein   NYJ,K,16,11.0,—,6.0,4.0,18.0,14.0,BYE,7.0,8.0,16.0,0.0,1.0,7.0,17.0,0.0,14.0,10.0,10.0,8.9,143.0
143,Pittsburgh Steelers   PIT,DST,17,4.0,26.0,11.0,-1.0,18.0,BYE,5.0,10.0,7.0,8.0,7.0,10.0,2.0,4.0,4.0,13.0,3.0,12.0,8.4,143.0
146,Jerry Jeudy   DEN,WR,16,—,5.5,13.1,8.2,11.0,4.4,11.4,13.0,BYE,6.5,10.8,3.1,8.1,3.6,10.4,7.4,8.4,16.9,8.9,141.8
147,San Francisco 49ers   SF,DST,17,13.0,5.0,8.0,2.0,16.0,7.0,2.0,4.0,BYE,20.0,9.0,14.0,4.0,9.0,12.0,3.0,9.0,4.0,8.3,141.0
148,Evan McPherson   CIN,K,17,4.0,6.0,19.0,3.0,12.0,7.0,BYE,9.0,6.0,11.0,10.0,5.0,13.0,10.0,9.0,3.0,5.0,8.0,8.2,140.0
149,Indianapolis Colts   IND,DST,17,11.0,9.0,9.0,3.0,4.0,1.0,5.0,-1.0,26.0,16.0,BYE,11.0,17.0,7.0,14.0,0.0,3.0,4.0,8.2,139.0
150,Younghoe Koo   ATL,K,17,7.0,13.0,7.0,1.0,7.0,5.0,13.0,12.0,19.0,5.0,BYE,6.0,8.0,5.0,1.0,19.0,5.0,5.0,8.1,138.0
151,Tyler Allgeier   ATL,RB,17,24.4,4.8,4.9,2.2,6.0,5.1,14.2,3.1,11.0,4.8,BYE,6.4,2.6,4.0,6.1,15.8,15.8,6.4,8.1,137.6
151,Tee Higgins   CIN,WR,12,0.0,28.9,4.1,3.9,—,4.0,BYE,11.9,19.0,—,—,—,6.6,9.2,22.1,25.0,2.9,—,11.5,137.6
153,Kyle Pitts Sr.   ATL,TE,17,6.4,3.5,8.7,4.1,15.7,14.3,7.7,6.5,9.6,6.0,BYE,4.2,9.1,14.7,6.7,13.9,1.5,4.7,8.1,137.3
154,Dallas Goedert   PHI,TE,14,0.0,8.2,9.1,4.5,25.7,9.2,18.7,7.6,8.0,BYE,—,—,—,7.0,7.1,14.1,15.7,1.4,9.7,136.3
155,Chase McLaughlin   TB,K,17,10.0,9.0,3.0,10.0,BYE,6.0,7.0,6.0,16.0,8.0,2.0,8.0,3.0,11.0,11.0,14.0,1.0,11.0,8.0,136.0
156,Mark Andrews   BAL,TE,10,—,15.5,7.5,25.0,12.5,10.9,22.3,14.0,17.0,6.4,4.3,—,BYE,—,—,—,—,—,13.5,135.4
157,Aaron Jones Sr.   GB,RB,11,26.7,—,—,2.4,—,BYE,8.7,8.6,17.9,9.4,2.7,—,—,—,10.9,14.5,14.0,19.1,12.3,134.9
158,Hollywood Brown   ARI,WR,14,8.7,17.4,17.1,16.6,16.1,7.4,7.9,15.3,6.4,3.8,3.2,14.8,0.0,BYE,0.0,—,—,—,9.6,134.7
159,Kansas City Chiefs   KC,DST,17,4.0,10.0,11.0,5.0,6.0,14.0,10.0,10.0,12.0,BYE,7.0,2.0,2.0,6.0,7.0,6.0,7.0,15.0,7.9,134.0
160,Alexander Mattison   MIN,RB,16,13.4,4.9,17.5,10.8,12.6,11.2,6.2,4.3,17.3,4.3,7.0,8.3,BYE,6.6,—,-0.1,5.0,3.9,8.3,133.2
160,Wan'Dale Robinson   NYG,WR,15,—,—,6.1,9.7,6.9,14.2,3.2,1.7,13.5,2.6,6.7,6.6,BYE,17.5,6.5,4.6,19.9,13.5,8.9,133.2
162,Tyler Bass   BUF,K,17,13.0,8.0,15.0,14.0,2.0,2.0,5.0,6.0,4.0,2.0,17.0,12.0,BYE,8.0,7.0,6.0,9.0,3.0,7.8,133.0
162,Tampa Bay Buccaneers   TB,DST,17,9.0,17.0,5.0,13.0,BYE,4.0,6.0,4.0,1.0,13.0,4.0,4.0,7.0,7.0,5.0,16.0,1.0,17.0,7.8,133.0
162,Chris Boswell   PIT,K,17,1.0,12.0,15.0,6.0,11.0,BYE,8.0,4.0,8.0,13.0,4.0,11.0,4.0,6.0,1.0,12.0,12.0,5.0,7.8,133.0
165,Aidan O'Connell   LV,QB,11,—,—,—,10.8,—,—,6.0,—,8.4,9.4,12.1,13.9,BYE,6.0,25.9,2.1,20.3,17.9,12.1,132.8
166,Elijah Moore   CLE,WR,17,9.2,7.1,11.8,2.0,BYE,6.7,9.9,5.0,3.4,15.4,12.0,5.4,12.3,7.2,3.7,3.9,17.1,0.0,7.8,132.1
167,Houston Texans   HOU,DST,17,8.0,-1.0,13.0,12.0,4.0,10.0,BYE,7.0,0.0,8.0,8.0,2.0,10.0,5.0,13.0,7.0,21.0,4.0,7.7,131.0
167,Jake Moody   SF,K,17,14.0,14.0,12.0,5.0,6.0,5.0,7.0,5.0,BYE,10.0,9.0,7.0,6.0,4.0,10.0,6.0,9.0,2.0,7.7,131.0
167,New York Giants   NYG,DST,17,-1.0,-1.0,1.0,3.0,12.0,5.0,14.0,12.0,-1.0,0.0,23.0,12.0,BYE,8.0,1.0,10.0,16.0,17.0,7.7,131.0
167,Nick Folk   TEN,K,17,18.0,10.0,4.0,11.0,12.0,10.0,BYE,4.0,11.0,6.0,2.0,7.0,9.0,8.0,5.0,5.0,5.0,4.0,7.7,131.0
171,Matt Prater   ARI,K,17,12.0,9.0,13.0,4.0,2.0,11.0,5.0,5.0,0.0,18.0,6.0,0.0,8.0,BYE,14.0,6.0,9.0,8.0,7.6,130.0
172,Wil Lutz   DEN,K,17,4.0,9.0,8.0,9.0,7.0,0.0,15.0,6.0,BYE,15.0,17.0,9.0,5.0,6.0,5.0,1.0,11.0,2.0,7.6,129.0
173,Josh Reynolds   DET,WR,16,12.0,23.6,—,9.9,17.6,8.0,6.3,0.3,BYE,3.5,2.1,9.5,2.2,13.4,6.1,2.6,2.3,9.4,8.1,128.8
174,Antonio Gibson   WAS,RB,16,0.9,8.3,3.4,3.6,10.4,8.6,5.1,9.2,12.6,16.5,—,6.7,11.2,BYE,8.5,10.2,5.6,6.6,8.0,127.4
175,Zach Wilson   NYJ,QB,12,9.2,11.4,6.4,19.2,9.6,10.9,BYE,12.1,7.2,14.9,7.7,—,—,19.2,-1.0,—,—,—,10.6,126.9
176,Logan Thomas   WAS,TE,16,8.3,10.2,—,7.3,20.7,1.2,9.1,16.4,7.1,9.0,8.8,3.5,2.0,BYE,1.7,14.6,5.0,1.9,7.9,126.8
177,Anders Carlson   GB,K,17,10.0,6.0,4.0,8.0,7.0,BYE,5.0,4.0,8.0,7.0,5.0,6.0,11.0,11.0,8.0,11.0,9.0,5.0,7.4,125.0
177,Minnesota Vikings   MIN,DST,17,2.0,5.0,2.0,17.0,2.0,21.0,8.0,10.0,5.0,8.0,2.0,11.0,BYE,20.0,7.0,4.0,1.0,0.0,7.4,125.0
179,Jahan Dotson   WAS,WR,17,9.0,5.2,4.1,12.7,6.0,0.0,9.3,24.8,16.9,0.0,11.3,10.2,4.3,BYE,2.2,5.1,0.0,3.7,7.3,124.8
180,Jonnu Smith   ATL,TE,17,0.0,8.7,8.7,15.5,10.7,13.6,5.7,2.3,21.0,1.1,BYE,0.0,3.0,6.7,8.1,7.2,0.0,11.9,7.3,124.2
181,Tyler Conklin   NYJ,TE,17,1.2,10.0,5.6,9.8,10.7,5.4,BYE,0.0,12.6,14.0,3.8,7.3,6.5,9.7,5.8,7.6,9.5,3.6,7.2,123.1
182,Samaje Perine   DEN,RB,17,11.8,5.4,4.4,5.5,11.5,1.6,7.1,4.1,BYE,7.3,13.7,13.6,2.6,9.4,5.8,6.9,4.6,6.0,7.1,121.3
183,Daniel Carlson   LV,K,17,5.0,5.0,4.0,5.0,5.0,13.0,7.0,2.0,14.0,14.0,8.0,5.0,BYE,0.0,9.0,6.0,9.0,10.0,7.1,121.0
184,K.J. Osborn   MIN,WR,16,6.1,12.4,10.6,2.6,9.9,8.8,9.7,17.9,3.7,—,1.7,6.4,BYE,5.5,1.3,20.5,0.0,2.9,7.5,120.0
184,Jacksonville Jaguars   JAC,DST,17,11.0,8.0,-4.0,20.0,5.0,12.0,9.0,11.0,BYE,1.0,7.0,4.0,3.0,6.0,5.0,1.0,18.0,3.0,7.1,120.0
184,Chicago Bears   CHI,DST,17,0.0,2.0,0.0,1.0,10.0,10.0,17.0,1.0,0.0,7.0,9.0,14.0,BYE,14.0,17.0,3.0,11.0,4.0,7.1,120.0
187,Hunter Henry   NE,TE,14,16.6,17.2,3.7,9.1,0.0,1.7,4.7,5.8,13.9,5.1,BYE,0.0,3.5,19.0,19.6,—,—,—,8.6,119.9
188,Dontayvion Wicks   GB,WR,15,0.0,12.0,8.5,0.0,2.0,BYE,3.4,4.8,6.9,8.1,12.1,—,7.3,4.0,15.7,10.9,—,24.1,8.0,119.8
189,Greg Joseph   MIN,K,17,5.0,4.0,6.0,3.0,9.0,11.0,12.0,6.0,11.0,10.0,8.0,4.0,BYE,3.0,6.0,6.0,6.0,9.0,7.0,119.0
190,Kareem Hunt   CLE,RB,15,—,—,5.5,1.2,BYE,16.1,15.1,13.7,9.8,9.2,6.7,2.2,5.8,10.0,3.0,9.6,9.1,1.5,7.9,118.5
191,Mac Jones   NE,QB,11,25.1,14.7,13.3,2.7,0.4,6.9,20.0,13.2,12.1,8.3,BYE,1.6,—,—,—,—,—,—,10.8,118.4
192,Cincinnati Bengals   CIN,DST,17,7.0,6.0,11.0,5.0,16.0,12.0,BYE,9.0,6.0,6.0,2.0,5.0,3.0,11.0,7.0,0.0,4.0,8.0,6.9,118.0
192,Denver Broncos   DEN,DST,17,3.0,0.0,2.0,13.0,8.0,5.0,3.0,17.0,BYE,8.0,9.0,16.0,5.0,14.0,-2.0,5.0,9.0,3.0,6.9,118.0
194,AJ Dillon   GB,RB,15,5.6,7.3,3.3,1.1,13.6,BYE,11.5,10.2,5.3,9.1,10.1,11.1,9.7,9.8,—,7.2,2.7,—,7.8,117.6
195,Cade Otton   TB,TE,17,3.9,10.1,2.6,10.3,BYE,2.5,9.3,8.7,23.0,3.0,8.9,8.5,0.0,9.6,6.4,1.7,3.0,5.0,6.9,116.5
196,DJ Chark Jr.   CAR,WR,15,—,2.5,18.6,4.8,13.2,5.6,BYE,4.3,8.9,—,0.0,6.4,8.6,4.6,2.8,27.8,2.8,4.6,7.7,115.5
197,Green Bay Packers   GB,DST,17,15.0,3.0,5.0,3.0,9.0,BYE,2.0,7.0,12.0,1.0,5.0,15.0,6.0,4.0,6.0,1.0,12.0,9.0,6.8,115.0
198,Michael Wilson   ARI,WR,13,3.9,8.6,10.6,26.6,2.8,9.2,5.6,9.8,—,6.4,—,—,—,BYE,0.0,0.0,15.5,15.5,8.8,114.5
199,Kenny Pickett   PIT,QB,12,11.7,11.3,18.5,4.5,12.4,BYE,15.2,3.9,10.3,6.6,5.1,11.6,3.1,—,—,—,—,—,9.5,114.2
200,Ka'imi Fairbairn   HOU,K,12,9.0,8.0,13.0,12.0,15.0,8.0,BYE,1.0,6.0,—,—,—,—,—,17.0,2.0,16.0,7.0,9.5,114.0
201,Chig Okonkwo   TEN,TE,17,0.0,7.5,3.7,5.9,8.3,3.8,BYE,6.7,5.8,5.7,1.6,8.5,9.4,9.6,6.6,18.3,6.4,5.6,6.7,113.4
202,Darren Waller   NYG,TE,12,6.6,13.6,5.0,5.1,16.6,9.3,22.8,1.4,—,—,—,—,BYE,—,8.0,5.2,10.1,9.5,9.4,113.2
203,Khalil Shakir   BUF,WR,17,0.0,8.1,1.5,0.0,2.1,2.3,7.5,15.2,9.7,3.4,20.5,7.7,BYE,2.2,0.0,7.5,8.9,16.5,6.7,113.1
204,Khalil Herbert   CHI,RB,12,11.4,6.8,3.5,22.2,7.6,—,—,—,—,—,6.1,5.8,BYE,0.8,2.2,19.1,20.9,6.1,9.4,112.5
205,Tutu Atwell   LAR,WR,16,17.9,15.2,17.2,7.4,8.9,4.0,10.1,6.9,5.3,BYE,2.7,10.6,1.9,0.0,—,0.0,0.0,4.3,7.0,112.4
206,Los Angeles Chargers   LAC,DST,17,0.0,5.0,8.0,14.0,BYE,8.0,4.0,9.0,27.0,-4.0,3.0,3.0,17.0,4.0,-3.0,7.0,3.0,7.0,6.6,112.0
207,Gerald Everett   LAC,TE,15,4.3,7.7,9.0,2.9,BYE,10.8,11.6,—,3.8,0.0,—,14.3,8.4,8.9,9.1,11.2,7.7,1.4,7.4,111.1
208,New England Patriots   NE,DST,17,6.0,5.0,9.0,3.0,1.0,3.0,5.0,5.0,8.0,6.0,BYE,12.0,7.0,5.0,7.0,15.0,9.0,4.0,6.5,110.0
209,Justice Hill   BAL,RB,16,12.9,8.3,—,3.3,12.5,6.5,5.8,9.5,4.0,0.7,1.7,3.1,BYE,2.2,2.3,8.7,22.2,5.6,6.8,109.3
210,Seattle Seahawks   SEA,DST,17,1.0,13.0,3.0,30.0,BYE,6.0,8.0,10.0,1.0,5.0,4.0,8.0,0.0,6.0,5.0,7.0,0.0,2.0,6.4,109.0
210,Eddy Pineiro   CAR,K,15,5.0,13.0,11.0,9.0,6.0,3.0,BYE,10.0,8.0,7.0,5.0,6.0,4.0,7.0,9.0,6.0,—,—,7.3,109.0
212,Joe Flacco   CLE,QB,5,—,—,—,—,BYE,—,—,—,—,—,—,—,17.2,21.3,19.9,26.8,23.7,—,21.8,108.8
213,Tyler Higbee   LAR,TE,15,7.9,4.2,12.1,11.4,4.0,3.8,1.7,9.5,0.0,BYE,2.7,19.9,5.5,—,7.6,6.0,12.2,—,7.2,108.5
214,Odell Beckham Jr.   BAL,WR,14,5.7,5.9,—,—,3.3,5.4,9.9,0.0,14.6,11.0,15.6,6.4,BYE,19.7,2.4,3.3,4.3,—,7.7,107.5
215,DeMario Douglas   NE,WR,14,8.0,1.9,3.0,6.5,3.4,—,11.4,7.9,10.5,14.4,BYE,10.9,—,—,6.3,12.4,7.3,3.3,7.7,107.2
216,Detroit Lions   DET,DST,17,9.0,0.0,16.0,10.0,7.0,10.0,-2.0,12.0,BYE,-2.0,6.0,0.0,5.0,4.0,5.0,12.0,6.0,9.0,6.3,107.0
217,Joshua Palmer   LAC,WR,11,1.4,4.3,14.6,10.7,BYE,10.0,18.3,5.4,—,—,0.0,—,—,—,21.3,9.7,—,11.0,9.7,106.7
218,Zach Charbonnet   SEA,RB,16,1.1,5.0,5.5,5.0,BYE,3.9,—,8.4,2.3,10.2,12.9,9.8,16.9,5.8,1.6,0.6,9.1,8.0,6.6,106.1
219,Will Levis   TEN,QB,9,—,—,—,—,—,—,BYE,26.6,9.7,7.0,12.5,7.1,11.5,17.6,15.5,—,-1.4,—,11.8,106.0
219,Jaleel McLaughlin   DEN,RB,17,0.3,6.5,1.5,19.4,17.9,6.2,5.6,5.9,BYE,3.2,6.5,0.4,4.1,4.2,3.8,10.7,9.2,0.6,6.2,106.0
221,Rondale Moore   ARI,WR,17,7.5,2.4,16.2,0.0,10.6,6.6,4.6,4.1,1.8,9.3,12.4,5.5,1.6,BYE,2.8,5.6,6.4,7.6,6.2,105.0
222,Roschon Johnson   CHI,RB,15,17.5,6.2,6.9,2.5,1.9,—,—,6.1,2.5,7.2,3.0,12.5,BYE,0.6,10.0,8.3,14.9,2.0,6.8,102.1
223,Joey Slye   WAS,K,17,8.0,11.0,5.0,7.0,8.0,6.0,1.0,9.0,8.0,10.0,8.0,5.0,1.0,BYE,2.0,4.0,5.0,4.0,6.0,102.0
224,Noah Brown   HOU,WR,10,4.9,—,—,—,—,5.7,BYE,8.7,27.3,24.2,—,—,0.0,0.0,22.2,6.8,1.8,—,10.2,101.6
225,Christian Watson   GB,WR,9,—,—,—,10.5,11.6,BYE,5.7,6.3,4.7,4.3,10.2,20.4,27.6,—,—,—,—,—,11.3,101.3
226,Isaiah Likely   BAL,TE,17,1.4,1.8,3.0,0.0,0.0,0.0,0.0,2.0,8.2,1.5,0.0,8.0,BYE,19.3,18.0,8.6,18.2,11.1,5.9,101.1
227,Ty Chandler   MIN,RB,16,2.8,2.9,4.1,0.0,1.5,0.0,2.2,0.0,—,10.5,15.0,2.1,BYE,7.2,24.7,7.7,9.4,10.9,6.3,101.0
228,Tennessee Titans   TEN,DST,17,9.0,3.0,5.0,12.0,1.0,5.0,BYE,8.0,1.0,6.0,0.0,10.0,7.0,9.0,13.0,4.0,2.0,5.0,5.9,100.0
228,Philadelphia Eagles   PHI,DST,17,13.0,7.0,12.0,4.0,5.0,6.0,10.0,2.0,7.0,BYE,6.0,4.0,-2.0,10.0,3.0,4.0,5.0,4.0,5.9,100.0
228,Kendrick Bourne   NE,WR,8,24.4,6.9,8.6,5.6,6.3,19.3,16.3,12.6,—,—,BYE,—,—,—,—,—,—,—,12.5,100.0
231,Atlanta Falcons   ATL,DST,17,12.0,1.0,3.0,3.0,1.0,5.0,11.0,3.0,9.0,4.0,BYE,12.0,17.0,1.0,7.0,12.0,-1.0,-1.0,5.8,99.0
232,Juwan Johnson   NO,TE,13,6.6,3.3,3.2,—,—,—,—,1.5,13.9,1.2,BYE,8.5,0.0,3.0,11.8,14.8,23.0,7.0,7.5,97.8
233,Kalif Raymond   DET,WR,17,3.0,13.7,9.5,4.8,7.5,5.6,4.0,4.2,BYE,6.6,1.5,14.6,0.9,4.5,2.2,5.7,2.1,7.0,5.7,97.4
233,Kenneth Gainwell   PHI,RB,16,11.4,—,5.8,6.1,3.4,2.7,7.6,5.6,9.3,BYE,1.5,5.6,9.7,2.8,2.1,10.9,6.7,6.2,6.1,97.4
235,Nelson Agholor   BAL,WR,17,0.0,17.3,7.9,1.4,10.4,6.0,8.2,0.0,1.2,0.0,10.7,3.1,BYE,8.2,0.0,10.0,3.8,8.9,5.7,97.1
236,Tommy DeVito   NYG,QB,10,—,—,—,—,—,—,0.0,7.2,10.7,14.5,22.5,10.2,BYE,17.4,10.7,2.7,—,0.6,9.7,96.5
237,Trey Palmer   TB,WR,17,8.8,3.0,1.8,8.6,BYE,6.7,1.5,5.2,8.1,4.1,6.8,5.7,4.5,1.8,1.5,8.2,16.4,3.0,5.6,95.7
238,Alec Pierce   IND,WR,17,1.5,4.8,7.3,4.8,2.0,5.5,8.3,7.1,0.0,3.1,BYE,6.7,19.0,4.2,2.3,6.0,12.8,0.0,5.6,95.4
239,Quentin Johnston   LAC,WR,17,2.9,1.7,3.0,2.8,BYE,0.0,3.0,10.0,3.6,13.4,4.1,1.7,10.2,12.1,10.3,5.0,5.9,4.3,5.5,94.0
240,Riley Patterson   CLE,K,15,3.0,7.0,8.0,10.0,6.0,8.0,0.0,17.0,—,12.0,3.0,0.0,9.0,1.0,—,—,7.0,2.0,6.2,93.0
241,Rico Dowdle   DAL,RB,16,2.4,5.3,13.6,2.7,1.5,1.2,BYE,4.5,0.8,13.9,4.0,9.6,3.2,12.2,3.2,0.4,—,13.0,5.7,91.5
242,D'Onta Foreman   CHI,RB,9,4.4,—,—,—,—,7.7,33.0,4.6,8.3,17.2,7.4,—,BYE,9.2,-0.6,—,—,—,10.1,91.2
243,Deshaun Watson   CLE,QB,6,21.7,12.6,21.2,—,BYE,—,-0.8,—,19.0,17.2,—,—,—,—,—,—,—,—,15.1,90.8
244,Tyrod Taylor   NYG,QB,11,0.2,—,0.2,0.0,4.8,10.4,21.7,3.6,—,—,—,—,BYE,—,0.5,10.4,19.8,18.7,8.2,90.3
245,Michael Thomas   NO,WR,10,11.1,12.5,11.0,9.3,10.5,9.5,13.2,10.8,0.0,1.9,BYE,—,—,—,—,—,—,—,9.0,89.8
246,Robert Woods   HOU,WR,14,11.7,13.4,6.4,5.6,6.0,7.6,BYE,—,—,2.5,9.4,6.0,0.0,0.8,6.0,4.1,9.8,—,6.4,89.3
247,Justin Watson   KC,WR,16,6.5,7.2,7.1,1.5,7.6,0.0,—,6.2,3.5,BYE,16.3,7.3,0.0,2.8,4.1,13.8,5.1,0.0,5.6,89.0
248,Michael Gallup   DAL,WR,17,2.0,1.3,15.2,11.0,3.5,5.4,BYE,4.0,3.9,15.0,6.1,2.3,0.0,13.8,1.9,2.4,0.0,0.0,5.2,87.8
249,Miles Sanders   CAR,RB,16,11.8,7.7,17.2,6.2,1.2,—,BYE,0.0,9.1,3.0,6.2,2.8,3.9,7.4,3.3,1.8,4.2,1.8,5.5,87.6
250,Demarcus Robinson   LAR,WR,9,—,—,—,—,—,—,—,—,2.5,BYE,4.4,3.3,15.5,13.6,14.7,20.2,13.2,0.0,9.7,87.4
251,Ryan Tannehill   TEN,QB,9,5.4,21.0,4.2,13.7,10.8,2.0,BYE,—,—,—,—,—,—,—,—,9.8,6.7,13.4,9.7,87.0
252,Nick Westbrook-Ikhine   TEN,WR,13,9.8,11.5,—,16.1,1.9,5.5,BYE,10.3,3.3,1.9,1.7,8.1,3.8,6.8,4.3,—,—,—,6.5,85.0
253,Jonathan Mingo   CAR,WR,15,3.7,5.6,5.1,—,9.8,4.1,BYE,10.2,1.5,5.0,1.6,10.0,12.9,4.2,7.2,1.9,2.0,—,5.7,84.8
254,Jerick McKinnon   KC,RB,12,2.0,5.2,17.8,0.7,4.5,5.0,4.6,1.8,10.4,BYE,3.5,—,—,12.7,16.2,—,—,—,7.0,84.4
255,Los Angeles Rams   LAR,DST,17,6.0,0.0,5.0,4.0,3.0,10.0,2.0,1.0,9.0,BYE,5.0,5.0,7.0,2.0,6.0,4.0,8.0,6.0,4.9,83.0
256,Latavius Murray   BUF,RB,16,2.7,11.1,9.1,7.6,1.7,4.5,4.8,2.1,2.0,14.9,3.5,7.8,BYE,4.0,7.1,0.0,0.0,—,5.2,82.9
257,Dameon Pierce   HOU,RB,14,6.7,5.5,14.9,11.8,9.2,3.4,BYE,4.6,—,—,—,2.8,10.1,1.7,0.3,8.6,3.1,0.0,5.9,82.7
258,Chad Ryland   NE,K,17,2.0,6.0,10.0,3.0,0.0,6.0,12.0,5.0,6.0,6.0,BYE,1.0,0.0,3.0,5.0,10.0,3.0,3.0,4.8,81.0
259,Jameson Williams   DET,WR,12,—,—,—,—,2.2,13.3,0.0,3.6,BYE,3.8,12.4,7.1,10.0,0.4,8.7,9.3,9.5,—,6.7,80.3
260,Tanner Hudson   CIN,TE,12,—,—,5.0,3.8,—,—,BYE,—,8.5,9.3,8.9,5.8,7.5,10.1,9.9,1.5,6.8,3.1,6.7,80.2
261,Donald Parham Jr.   LAC,TE,14,11.2,1.7,14.4,0.0,BYE,3.9,1.9,14.3,0.0,3.8,9.7,0.0,3.2,2.1,—,—,—,13.3,5.7,79.5
262,Darnell Mooney   CHI,WR,14,15.3,—,0.0,9.1,0.0,6.8,7.4,5.4,13.2,3.4,3.4,2.6,BYE,6.4,3.4,2.5,—,—,5.6,78.9
263,Tucker Kraft   GB,TE,17,0.0,0.0,0.0,2.5,0.0,BYE,0.0,0.0,0.0,1.6,5.2,9.5,6.7,10.4,15.7,10.0,10.8,6.1,4.6,78.5
264,Bailey Zappe   NE,QB,10,—,—,—,2.3,0.9,—,—,—,—,0.0,BYE,1.2,7.2,21.9,10.4,16.4,15.1,2.8,7.8,78.2
265,Zay Jones   JAC,WR,9,16.5,0.0,—,—,11.3,—,—,—,BYE,—,6.0,2.0,12.8,7.9,10.9,—,—,10.7,8.7,78.1
266,Brett Maher   LAR,K,8,15.0,13.0,11.0,16.0,2.0,15.0,4.0,—,—,BYE,—,—,—,—,—,—,—,1.0,9.6,77.0
267,Pat Freiermuth   PIT,TE,12,7.3,1.2,13.1,3.7,—,BYE,—,—,—,—,1.7,21.0,5.9,6.8,4.6,0.0,7.4,4.1,6.4,76.8
268,Rashod Bateman   BAL,WR,16,6.5,4.8,1.6,—,1.8,3.5,5.6,7.2,5.8,4.5,8.0,4.1,BYE,4.4,6.9,2.4,9.4,0.0,4.8,76.5
269,Luke Musgrave   GB,TE,11,8.0,4.5,10.9,1.1,9.4,BYE,7.0,2.9,14.1,8.4,6.8,—,—,—,—,—,—,2.1,6.8,75.2
270,Nick Mullens   MIN,QB,5,—,—,—,—,—,—,—,—,—,—,—,—,BYE,3.3,19.1,20.5,9.1,22.6,14.9,74.7
271,Zamir White   LV,RB,15,1.7,0.2,0.0,1.5,—,2.9,5.8,0.0,-0.2,0.5,—,0.0,BYE,0.8,17.5,14.5,15.6,13.1,4.9,73.9
272,Anthony Richardson Sr.   IND,QB,4,21.9,17.7,—,29.6,4.4,—,—,—,—,—,BYE,—,—,—,—,—,—,—,18.4,73.7
273,Brandon Johnson   DEN,WR,13,5.1,20.6,3.2,7.4,1.9,0.0,0.0,—,BYE,—,—,—,0.0,0.0,0.0,15.7,6.7,12.8,5.6,73.4
273,Noah Fant   SEA,TE,17,0.0,9.6,8.1,8.3,BYE,1.9,3.5,5.2,0.0,2.6,1.4,4.5,7.3,5.5,4.6,0.0,10.9,0.0,4.3,73.4
275,Emari Demercado   ARI,RB,14,0.0,2.5,0.2,5.4,12.7,2.7,11.5,8.9,—,—,—,1.5,0.0,BYE,14.0,12.0,1.9,0.0,5.2,73.3
276,Jimmy Garoppolo   LV,QB,7,16.1,9.5,20.7,—,11.7,9.9,—,5.2,—,—,—,—,BYE,—,—,—,—,0.0,10.4,73.1
277,Kylen Granson   IND,TE,15,7.9,10.6,2.9,4.4,3.5,9.7,—,—,0.0,1.5,BYE,0.0,10.4,3.7,1.6,11.2,2.3,3.3,4.9,73.0
278,DeVante Parker   NE,WR,13,—,11.7,3.9,5.3,4.0,1.7,1.8,2.4,—,—,BYE,7.2,10.4,—,9.4,10.5,2.5,1.6,5.6,72.4
279,Tre Tucker   LV,WR,16,—,3.4,0.0,0.0,1.6,8.1,3.8,0.0,7.6,0.9,5.0,0.0,BYE,0.0,20.7,1.1,5.6,14.0,4.5,71.8
280,Durham Smythe   MIA,TE,16,7.4,5.3,2.5,8.1,0.0,0.0,0.0,5.8,4.7,BYE,—,2.0,0.0,3.6,7.2,10.6,8.4,6.0,4.5,71.6
281,Michael Mayer   LV,TE,14,0.0,1.2,2.0,0.0,5.9,12.5,3.3,2.9,3.1,10.9,8.6,4.7,BYE,2.4,13.9,—,—,—,5.1,71.4
282,Carolina Panthers   CAR,DST,17,4.0,7.0,0.0,13.0,-2.0,4.0,BYE,8.0,4.0,7.0,0.0,2.0,3.0,3.0,8.0,0.0,3.0,7.0,4.2,71.0
283,Marvin Mims Jr.   DEN,WR,16,2.9,20.3,16.6,6.7,-0.6,0.0,-1.1,1.0,BYE,-0.3,3.2,5.5,2.3,3.1,1.1,7.3,—,2.7,4.4,70.7
284,Noah Gray   KC,TE,17,6.1,6.8,1.9,10.4,4.1,3.5,1.8,4.5,6.4,BYE,0.0,6.0,7.2,0.0,5.7,1.5,4.7,0.0,4.2,70.6
285,Clyde Edwards-Helaire   KC,RB,15,3.9,3.7,12.7,2.3,0.4,2.6,0.5,0.4,—,BYE,2.0,0.5,2.4,8.8,20.1,7.8,—,2.0,4.7,70.1
286,Taylor Heinicke   ATL,QB,5,—,—,—,—,—,—,—,12.4,15.7,9.6,BYE,—,—,—,—,14.2,18.1,—,14.0,70.0
286,Lucas Havrisik   LAR,K,9,—,—,—,—,—,—,—,7.0,5.0,BYE,5.0,7.0,11.0,13.0,8.0,12.0,2.0,—,7.8,70.0
288,Keaton Mitchell   BAL,RB,7,—,—,—,—,—,—,1.9,—,20.4,13.6,5.1,10.9,BYE,7.2,10.8,—,—,—,10.0,69.9
289,Cedrick Wilson Jr.   MIA,WR,14,—,—,—,2.6,9.2,0.0,6.8,7.1,10.1,BYE,5.3,0.0,0.0,5.0,2.2,7.2,10.7,3.4,5.0,69.6
290,Chris Moore   TEN,WR,17,0.0,5.9,6.1,5.4,0.0,1.6,BYE,0.0,3.9,4.1,9.7,7.2,2.2,3.2,6.9,1.9,4.2,6.0,4.0,68.3
