RK,PLAYER,POS,GP,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,AVG,TTL
23,Sam Howell   WAS,QB,17,16.2,21.3,4.6,19.6,26.4,18.3,10.5,32.0,18.7,24.2,20.7,18.3,20.2,BYE,9.3,0.2,8.7,9.4,16.4,278.5
24,Trevor Lawrence   JAC,QB,16,18.7,9.2,15.4,16.5,15.7,15.7,18.1,15.7,BYE,4.1,32.2,25.6,25.1,20.4,14.7,11.3,—,18.2,17.3,276.5
25,Stefon Diggs   BUF,WR,17,26.2,13.6,19.1,36.0,24.1,20.0,17.8,16.0,22.6,6.4,6.7,19.4,BYE,6.4,8.8,7.9,7.1,15.7,16.1,273.8
26,Rachaad White   TB,RB,17,6.9,21.3,7.2,10.8,BYE,6.8,15.9,17.9,27.9,17.8,17.8,13.0,19.6,21.5,21.9,19.7,8.6,13.3,15.8,267.9
27,Raheem Mostert   MIA,RB,15,13.0,25.7,45.2,5.5,15.8,34.2,6.1,10.6,14.5,BYE,10.3,21.4,12.1,23.0,18.3,12.0,—,—,17.8,267.7
28,Joe Mixon   CIN,RB,17,10.3,13.5,14.0,8.6,13.4,9.2,BYE,20.0,17.8,12.5,21.0,8.0,29.7,21.5,15.1,9.0,18.7,24.7,15.7,267.0
29,Davante Adams   LV,WR,17,12.6,20.4,42.2,15.5,8.5,4.9,12.7,2.1,7.4,14.6,21.2,12.3,BYE,12.3,24.1,1.4,37.6,15.6,15.6,265.4
30,Russell Wilson   DEN,QB,15,15.2,26.9,15.2,22.2,18.7,8.9,13.9,17.6,BYE,18.7,14.5,16.8,18.8,16.5,17.5,23.5,—,—,17.7,264.9
31,Ja'Marr Chase   CIN,WR,16,9.1,8.1,26.1,14.3,52.2,14.0,BYE,25.2,8.1,23.4,9.2,12.1,31.6,5.9,10.4,—,7.1,5.9,16.4,262.7
32,Nico Collins   HOU,WR,15,14.0,27.6,5.4,35.8,6.9,12.0,BYE,7.0,14.4,—,13.5,23.4,34.1,2.3,—,13.8,15.7,34.5,17.4,260.4
33,Kyren Williams   LAR,RB,12,17.4,28.0,8.5,27.7,7.7,21.8,—,—,—,BYE,—,38.4,20.2,14.3,24.5,16.4,30.1,—,21.3,255.0
34,Matthew Stafford   LAR,QB,15,14.5,16.0,13.5,17.2,16.9,13.2,15.0,12.4,—,BYE,10.7,24.4,23.0,23.7,18.5,20.7,14.6,—,16.9,254.1
35,Michael Pittman Jr.   IND,WR,16,23.7,13.6,16.7,4.5,10.2,19.9,16.3,18.0,14.4,16.4,BYE,20.7,27.5,19.5,11.8,—,9.6,7.4,15.6,250.2
36,Brandon Aiyuk   SF,WR,16,32.9,7.3,—,20.8,9.8,11.6,10.7,15.9,BYE,14.5,26.6,13.0,15.6,16.6,6.7,17.3,24.4,5.5,15.6,249.2
37,Derek Carr   NO,QB,17,15.6,7.7,8.1,3.2,15.7,17.3,18.4,18.3,16.7,5.4,BYE,11.9,9.9,11.8,20.3,26.0,15.6,27.2,14.7,249.1
38,Derrick Henry   TEN,RB,17,13.9,18.5,2.0,24.4,9.2,19.3,BYE,16.2,19.2,3.0,5.4,20.6,25.0,18.1,5.0,21.4,4.2,21.3,14.5,246.7
39,Bijan Robinson   ATL,RB,17,20.3,21.2,10.0,18.7,11.8,13.0,0.3,12.2,5.9,17.6,BYE,27.3,10.9,19.8,0.4,19.2,11.6,26.1,14.5,246.3
40,Deebo Samuel Sr.   SF,WR,15,11.3,22.1,25.1,0.6,11.5,1.1,—,—,BYE,15.9,9.2,22.4,35.8,34.0,21.9,9.4,18.2,5.2,16.2,243.7
41,Jahmyr Gibbs   DET,RB,15,8.0,12.6,9.2,9.1,—,—,27.6,29.9,BYE,26.2,21.5,11.3,6.4,17.2,24.8,24.0,5.3,9.0,16.1,242.1
42,Justin Herbert   LAC,QB,13,20.9,22.2,29.3,24.4,BYE,20.1,12.9,24.0,7.1,29.4,25.7,14.4,8.0,2.8,—,—,—,—,18.6,241.2
43,Sam LaPorta   DET,TE,17,8.9,11.3,22.4,9.6,19.7,7.6,11.2,19.7,BYE,8.0,6.8,17.7,29.0,4.7,28.6,4.8,15.4,13.9,14.1,239.3
44,Justin Fields   CHI,QB,13,15.5,16.7,11.7,28.9,33.0,5.9,—,—,—,—,21.2,10.6,BYE,24.7,11.6,25.5,25.2,8.6,18.4,239.2
45,Geno Smith   SEA,QB,15,9.1,23.1,16.4,9.2,BYE,13.0,14.8,15.9,3.7,24.1,13.2,8.3,31.0,—,—,17.3,16.9,20.4,15.8,236.3
46,Alvin Kamara   NO,RB,13,—,—,—,21.4,18.7,17.4,29.3,27.0,11.0,18.5,BYE,15.9,28.9,13.5,16.0,8.5,6.9,—,17.9,233.0
47,James Cook III   BUF,RB,17,10.3,19.9,13.2,14.7,5.1,7.1,19.2,8.3,7.9,12.0,19.2,16.0,BYE,25.1,36.1,5.0,5.4,8.2,13.7,232.7
48,Chris Olave   NO,WR,16,19.2,14.6,18.4,1.4,9.2,16.6,12.7,9.6,16.6,21.4,BYE,18.4,16.9,12.8,—,23.3,5.6,14.6,14.5,231.3
49,Adam Thielen   CAR,WR,17,3.2,20.4,31.5,15.2,27.7,28.5,BYE,15.2,7.9,10.2,15.4,1.2,5.5,12.4,8.3,15.4,9.8,3.2,13.6,231.0
50,Evan Engram   JAC,TE,17,9.9,11.7,13.7,12.9,6.8,11.1,9.5,16.8,BYE,5.2,6.9,9.9,23.2,32.5,6.8,17.5,12.0,23.9,13.5,230.3
51,Calvin Ridley   JAC,WR,17,24.1,5.2,7.0,11.8,20.6,6.6,1.5,14.3,BYE,4.0,31.1,21.9,7.3,9.3,8.9,25.8,7.9,22.6,13.5,229.9
52,DeVonta Smith   PHI,WR,16,17.7,23.1,6.8,14.8,1.6,9.4,8.9,22.9,14.1,BYE,15.9,23.6,24.6,10.3,10.0,17.9,6.0,—,14.2,227.6
53,Amari Cooper   CLE,WR,15,6.7,16.0,24.6,2.6,BYE,14.8,4.2,14.9,24.9,15.8,7.4,3.6,6.4,12.7,20.9,51.5,—,—,15.1,227.0
54,DK Metcalf   SEA,WR,16,13.7,13.5,17.2,12.4,BYE,10.9,—,11.7,6.0,16.8,20.4,6.2,37.4,13.2,12.8,15.6,15.6,2.0,14.1,225.4
55,DeAndre Hopkins   TEN,WR,17,13.5,8.0,7.8,10.3,22.0,3.0,BYE,34.8,10.5,5.7,15.9,7.9,18.9,25.4,4.1,4.0,14.2,17.6,13.2,223.6
56,Saquon Barkley   NYG,RB,14,9.3,27.2,—,—,—,13.8,18.8,15.8,14.3,7.1,30.0,6.2,BYE,23.1,5.7,19.4,8.8,23.7,15.9,223.2
57,Tony Pollard   DAL,RB,17,22.2,19.9,15.1,9.0,8.4,17.0,BYE,6.5,9.3,5.5,18.0,22.3,17.3,16.6,7.7,5.3,5.9,16.6,13.1,222.6
58,Jordan Addison   MIN,WR,17,16.1,16.2,11.2,0.0,18.4,11.8,31.3,21.4,10.2,10.9,7.4,9.9,BYE,4.7,29.1,1.2,5.8,15.7,13.0,221.3
59,Travis Kelce   KC,TE,15,—,12.6,19.9,12.0,22.7,21.4,35.9,11.8,4.4,BYE,15.4,15.1,12.1,14.3,7.8,9.4,4.6,—,14.6,219.4
60,T.J. Hockenson   MIN,TE,15,11.5,25.6,13.8,4.4,10.1,11.0,19.6,20.8,13.9,30.4,9.5,16.0,BYE,10.3,12.3,9.8,—,—,14.6,219.0
61,Jakobi Meyers   LV,WR,16,29.1,—,15.5,5.3,20.5,17.1,18.0,2.9,13.5,4.1,8.9,20.1,BYE,7.5,15.7,7.2,11.6,21.6,13.7,218.6
62,Jayden Reed   GB,WR,16,6.6,19.7,9.3,10.5,1.7,BYE,11.1,12.3,7.0,19.4,19.2,15.0,5.6,20.5,17.2,—,26.9,15.2,13.6,217.2
63,Isiah Pacheco   KC,RB,14,9.4,8.0,15.8,24.8,13.4,15.8,16.0,6.7,6.6,BYE,10.1,25.9,21.3,—,—,10.6,29.5,—,15.3,213.9
64,Garrett Wilson   NYJ,WR,17,14.4,16.3,9.8,15.0,8.4,17.0,BYE,17.6,13.0,18.3,0.9,17.4,8.0,20.1,5.9,15.8,9.9,5.4,12.5,213.2
65,Rashee Rice   KC,WR,16,11.6,4.0,10.9,6.2,13.3,11.2,17.0,9.6,9.7,BYE,8.2,24.7,14.4,18.2,24.1,11.7,17.7,—,13.3,212.5
66,Jerome Ford   CLE,RB,17,1.6,24.1,19.1,9.5,BYE,11.1,17.4,4.9,12.7,11.9,11.9,11.9,14.2,13.2,7.1,9.3,26.1,5.2,12.4,211.2
67,Joshua Dobbs   MIN,QB,13,1.0,25.2,17.1,23.4,10.7,11.1,16.1,24.9,24.9,25.1,17.9,8.5,BYE,4.6,—,—,—,—,16.2,210.7
68,Chris Godwin Jr.   TB,WR,17,10.1,10.8,8.2,19.4,BYE,13.7,12.6,17.8,3.6,9.4,9.9,7.5,7.9,10.3,25.5,13.9,17.1,11.5,12.3,209.2
68,Terry McLaurin   WAS,WR,17,5.1,16.4,10.1,22.6,8.9,14.1,15.0,17.3,12.3,7.3,9.3,9.0,0.0,BYE,26.1,8.0,16.1,11.6,12.3,209.2
70,George Pickens   PIT,WR,17,8.6,22.7,11.5,5.5,26.6,BYE,15.7,9.2,1.9,7.5,7.7,8.8,12.6,6.9,7.7,35.5,20.1,0.3,12.3,208.8
71,David Montgomery   DET,RB,14,13.4,12.4,—,34.1,20.9,4.3,—,—,BYE,17.6,17.8,15.1,12.5,11.5,10.2,14.9,12.5,10.0,14.8,207.2
72,Zay Flowers   BAL,WR,16,17.7,10.8,13.0,8.0,12.3,17.1,11.5,6.9,2.1,12.3,8.0,23.2,BYE,20.0,1.7,22.2,19.6,—,12.9,206.4
73,Gardner Minshew II   IND,QB,16,0.0,11.1,13.1,—,6.3,12.6,28.1,15.8,9.6,6.7,BYE,15.6,18.7,15.1,20.6,10.1,13.3,8.5,12.8,205.2
74,George Kittle   SF,TE,16,4.9,6.0,16.0,1.9,27.7,1.1,13.0,23.9,BYE,20.6,22.9,4.9,10.8,16.6,7.4,19.6,5.9,—,12.7,203.2
75,Tyler Lockett   SEA,WR,17,3.0,25.9,8.4,9.4,BYE,15.4,7.8,22.1,6.2,23.2,10.1,6.0,9.7,14.9,5.1,16.1,2.0,17.1,11.9,202.4
76,Justin Jefferson   MIN,WR,10,24.0,24.9,27.9,26.5,5.8,—,—,—,—,—,—,—,BYE,4.7,15.4,26.1,10.9,36.0,20.2,202.2
77,James Conner   ARI,RB,13,12.0,16.6,19.6,6.6,4.6,—,—,—,—,7.3,8.3,7.2,22.5,BYE,17.9,22.2,26.3,30.4,15.5,201.5
78,David Njoku   CLE,TE,16,4.4,6.8,6.0,10.6,BYE,5.4,10.4,17.7,12.6,11.8,12.6,11.9,3.7,27.1,26.4,16.4,17.4,—,12.6,201.2
79,Kenneth Walker III   SEA,RB,15,10.7,18.4,30.6,13.9,BYE,17.9,13.1,8.0,2.7,19.7,2.6,—,—,9.4,20.2,6.6,16.5,9.1,13.3,199.4
80,D'Andre Swift   PHI,RB,16,1.3,27.1,14.8,17.9,16.8,17.8,10.5,14.4,9.4,BYE,19.7,9.4,4.0,3.9,9.5,15.2,7.6,—,12.5,199.3
81,Jaylen Waddle   MIA,WR,14,11.8,12.4,—,8.6,14.5,18.1,12.3,25.1,8.4,BYE,9.5,19.4,10.2,13.9,28.2,6.2,—,—,14.2,198.6
82,Brian Robinson Jr.   WAS,RB,15,13.6,28.9,7.0,13.1,8.3,13.6,8.3,9.9,11.7,27.7,20.2,8.4,5.3,BYE,—,—,11.6,10.5,13.2,198.1
83,Jaylen Warren   PIT,RB,17,6.8,12.6,8.2,11.5,10.9,BYE,10.1,7.8,14.3,19.0,23.5,7.2,6.5,8.0,11.8,10.4,19.8,8.0,11.6,196.4
84,Najee Harris   PIT,RB,17,5.3,5.3,6.5,11.3,5.0,BYE,15.8,10.5,15.6,18.6,4.6,15.9,9.7,7.8,1.3,13.8,24.2,24.3,11.5,195.5
85,De'Von Achane   MIA,RB,11,—,1.9,51.3,27.0,21.5,—,—,—,—,BYE,1.5,—,25.3,12.1,9.2,4.1,23.7,13.1,17.3,190.7
86,Courtland Sutton   DEN,WR,16,13.2,11.6,19.1,11.7,2.3,14.6,19.6,10.9,BYE,17.3,16.6,9.1,15.7,15.2,12.1,0.0,—,1.2,11.9,190.2
87,Desmond Ridder   ATL,QB,15,8.9,22.4,6.3,8.2,26.2,19.1,13.8,3.4,—,8.7,BYE,11.7,8.8,26.4,8.9,—,-0.3,16.6,12.6,189.1
88,Gus Edwards   BAL,RB,17,5.2,12.2,5.1,6.9,4.8,6.3,21.4,29.4,17.2,9.8,21.0,4.7,BYE,1.5,13.9,14.0,10.8,2.8,11.0,187.0
89,Austin Ekeler   LAC,RB,14,26.4,—,—,—,BYE,10.2,5.6,23.3,21.0,21.5,7.0,9.4,4.7,21.0,7.8,11.6,4.0,11.9,13.2,185.4
90,Chuba Hubbard   CAR,RB,17,8.9,10.0,2.4,7.3,4.5,16.0,BYE,7.4,10.7,5.9,8.5,20.2,22.4,11.6,12.3,12.1,11.1,11.2,10.7,182.5
91,Trey McBride   ARI,TE,17,4.3,5.2,1.2,1.5,3.7,10.2,5.9,25.5,5.2,21.1,9.3,13.0,22.9,BYE,20.2,9.1,10.8,12.4,10.7,181.5
92,Cole Kmet   CHI,TE,17,9.4,7.8,4.2,27.6,15.2,2.9,0.0,17.9,23.5,9.6,5.0,11.3,BYE,11.6,13.3,14.7,0.0,7.1,10.7,181.1
92,Josh Jacobs   LV,RB,13,9.1,9.9,11.0,27.9,19.9,11.3,5.1,16.8,21.8,12.7,6.1,22.5,BYE,7.0,—,—,—,—,13.9,181.1
94,Brandon Aubrey   DAL,K,17,10.0,18.0,11.0,12.0,6.0,8.0,BYE,13.0,7.0,7.0,9.0,9.0,15.0,22.0,4.0,9.0,11.0,10.0,10.6,181.0
95,Javonte Williams   DEN,RB,16,9.7,7.8,8.5,3.9,—,7.2,12.6,18.8,BYE,21.0,7.3,10.1,10.0,18.1,4.0,10.9,8.8,20.5,11.2,179.2
96,Dallas Cowboys   DAL,DST,17,37.0,15.0,1.0,27.0,-1.0,4.0,BYE,15.0,2.0,8.0,21.0,16.0,-1.0,11.0,0.0,1.0,6.0,16.0,10.5,178.0
97,Jake Ferguson   DAL,TE,17,3.1,10.1,9.8,14.7,5.8,2.5,BYE,14.7,22.1,12.6,6.2,4.5,19.7,12.2,10.4,8.5,7.3,12.9,10.4,177.1
98,Ezekiel Elliott   NE,RB,17,7.3,1.3,9.7,4.2,7.8,11.9,9.1,3.6,6.2,10.8,BYE,7.2,13.2,27.0,9.6,21.0,11.5,13.1,10.3,174.5
99,Romeo Doubs   GB,WR,17,18.6,5.0,18.3,18.5,1.4,BYE,11.0,11.8,6.6,12.1,16.3,6.7,11.2,7.2,6.0,17.9,5.8,0.0,10.3,174.4
99,Drake London   ATL,WR,16,0.0,18.7,5.1,11.8,14.7,21.5,11.4,10.5,—,6.6,BYE,14.1,1.8,29.2,4.4,6.9,9.6,8.1,10.9,174.4
101,Baltimore Ravens   BAL,DST,17,11.0,3.0,7.0,17.0,6.0,11.0,14.0,6.0,15.0,14.0,6.0,15.0,BYE,7.0,9.0,15.0,10.0,8.0,10.2,174.0
102,Brandin Cooks   DAL,WR,16,4.2,—,3.7,6.7,2.3,15.0,BYE,14.2,1.7,32.3,7.2,17.2,16.5,5.7,3.0,10.3,17.0,16.2,10.8,173.2
103,Zack Moss   IND,RB,14,—,20.7,22.5,9.0,33.5,17.9,7.2,14.4,2.6,0.2,BYE,9.0,7.7,9.6,12.3,—,—,3.0,12.1,169.6
104,Devin Singletary   HOU,RB,17,1.5,3.4,6.5,8.8,0.0,7.2,BYE,6.3,4.6,23.1,19.8,13.2,5.0,12.5,21.0,9.3,11.6,13.5,9.8,167.3
105,Bryce Young   CAR,QB,16,9.5,13.5,—,7.2,20.3,12.7,BYE,14.5,12.0,9.2,6.2,8.1,8.1,7.5,7.6,22.2,3.7,4.2,10.4,166.4
106,Tank Dell   HOU,WR,11,6.4,20.2,25.5,3.9,8.3,—,BYE,6.1,29.6,18.9,28.9,17.2,0.0,—,—,—,—,—,15.0,165.0
107,Cooper Kupp   LAR,WR,12,—,—,—,—,19.8,27.8,6.9,6.1,6.8,BYE,2.1,4.8,15.9,25.5,25.1,10.9,12.7,—,13.7,164.4
108,Gabe Davis   BUF,WR,17,5.2,21.2,10.3,15.1,22.0,3.1,1.6,23.7,0.0,9.6,0.0,22.5,BYE,0.0,0.0,23.0,4.1,0.0,9.5,161.4
109,Justin Tucker   BAL,K,17,5.0,11.0,7.0,4.0,4.0,19.0,8.0,8.0,14.0,7.0,11.0,10.0,BYE,12.0,12.0,16.0,8.0,4.0,9.4,160.0
110,Buffalo Bills   BUF,DST,17,5.0,10.0,32.0,9.0,9.0,7.0,2.0,6.0,1.0,6.0,21.0,2.0,BYE,6.0,9.0,5.0,17.0,12.0,9.4,159.0
111,Jason Myers   SEA,K,17,8.0,7.0,18.0,6.0,BYE,9.0,9.0,6.0,3.0,21.0,15.0,9.0,5.0,5.0,9.0,8.0,13.0,7.0,9.3,158.0
111,Cairo Santos   CHI,K,17,7.0,7.0,4.0,4.0,17.0,9.0,8.0,1.0,5.0,12.0,17.0,14.0,BYE,11.0,6.0,10.0,15.0,11.0,9.3,158.0
113,Curtis Samuel   WAS,WR,16,11.0,6.2,7.4,18.2,18.5,14.2,6.5,6.2,—,2.6,1.5,19.0,10.5,BYE,21.1,3.0,6.3,5.0,9.8,157.2
114,Josh Downs   IND,WR,17,6.0,7.7,13.7,5.4,15.7,13.1,23.5,14.2,2.0,6.0,BYE,9.3,4.4,6.2,4.9,9.9,7.3,7.8,9.2,157.1
115,New York Jets   NYJ,DST,17,20.0,0.0,4.0,7.0,18.0,11.0,BYE,8.0,5.0,8.0,2.0,13.0,9.0,12.0,2.0,8.0,12.0,18.0,9.2,157.0
115,Cleveland Browns   CLE,DST,17,9.0,7.0,12.0,4.0,BYE,6.0,16.0,5.0,23.0,15.0,7.0,3.0,-1.0,12.0,13.0,7.0,15.0,4.0,9.2,157.0
115,Matt Gay   IND,K,17,3.0,8.0,24.0,1.0,12.0,10.0,8.0,10.0,11.0,6.0,BYE,10.0,14.0,0.0,13.0,4.0,12.0,11.0,9.2,157.0
118,Jonathan Taylor   IND,RB,10,—,—,—,—,4.4,11.5,21.0,10.7,17.9,14.5,BYE,21.1,—,—,—,10.3,17.4,27.6,15.6,156.4
119,Jake Elliott   PHI,K,17,18.0,12.0,11.0,18.0,11.0,2.0,7.0,10.0,4.0,BYE,3.0,9.0,7.0,10.0,5.0,17.0,8.0,4.0,9.2,156.0
120,Rashid Shaheed   NO,WR,16,19.0,10.3,6.0,6.3,4.8,18.3,7.2,24.3,5.2,7.4,BYE,2.9,—,0.0,6.6,18.4,3.4,15.5,9.7,155.6
121,Kirk Cousins   MIN,QB,8,17.5,28.6,26.7,11.6,19.9,8.7,22.0,19.9,—,—,—,—,BYE,—,—,—,—,—,19.3,154.7
122,Harrison Butker   KC,K,17,8.0,5.0,12.0,11.0,10.0,17.0,7.0,11.0,3.0,BYE,6.0,7.0,7.0,5.0,11.0,2.0,24.0,8.0,9.1,154.0
123,Tyjae Spears   TEN,RB,17,3.8,7.5,4.9,8.8,16.9,7.3,BYE,6.6,6.2,10.0,4.6,1.7,12.8,17.8,4.7,11.7,6.9,21.6,9.0,153.8
124,Joe Burrow   CIN,QB,10,3.2,16.4,9.2,4.7,24.4,14.8,BYE,27.6,22.3,21.9,8.7,—,—,—,—,—,—,—,15.3,153.2
125,Diontae Johnson   PIT,WR,13,7.8,—,—,—,—,BYE,12.9,16.5,22.0,2.7,3.6,9.0,13.3,14.7,16.2,3.5,11.6,18.9,11.7,152.7
126,Miami Dolphins   MIA,DST,17,2.0,9.0,8.0,-2.0,11.0,5.0,12.0,6.0,5.0,BYE,12.0,21.0,12.0,12.0,24.0,7.0,-1.0,9.0,8.9,152.0
127,Jake Browning   CIN,QB,9,-0.1,—,—,—,—,—,BYE,—,—,—,10.7,13.0,26.7,24.7,20.0,16.4,21.1,19.0,16.8,151.4
127,Kyler Murray   ARI,QB,8,—,—,—,—,—,—,—,—,—,18.3,22.7,20.4,11.8,BYE,15.3,20.4,24.7,17.8,18.9,151.4
129,Darius Slayton   NYG,WR,17,4.5,9.2,6.2,4.3,5.5,10.9,3.2,0.9,9.9,5.1,18.2,3.6,BYE,3.4,10.3,18.0,20.6,17.2,8.9,151.0
129,Cameron Dicker   LAC,K,17,12.0,10.0,4.0,6.0,BYE,5.0,7.0,16.0,11.0,9.0,8.0,4.0,6.0,1.0,3.0,21.0,13.0,15.0,8.9,151.0
131,Dalton Schultz   HOU,TE,15,2.4,7.4,1.9,13.2,19.5,16.1,BYE,2.5,27.0,11.1,11.2,1.2,—,—,9.8,14.1,3.9,9.2,10.0,150.5
132,Dalton Kincaid   BUF,TE,16,6.6,9.3,2.3,6.7,3.9,—,15.5,17.5,16.1,16.1,10.6,8.8,BYE,7.1,0.0,1.7,12.7,15.4,9.4,150.3
132,Christian Kirk   JAC,WR,12,1.9,22.0,15.4,16.4,14.4,13.9,19.0,8.6,BYE,14.4,7.8,12.9,3.6,—,—,—,—,—,12.5,150.3
134,Blake Grupe   NO,K,17,12.0,8.0,5.0,10.0,14.0,9.0,11.0,8.0,8.0,4.0,BYE,19.0,4.0,4.0,8.0,2.0,12.0,12.0,8.8,150.0
135,Jaxon Smith-Njigba   SEA,WR,17,4.3,8.4,2.0,3.5,BYE,8.8,16.3,12.6,12.3,9.3,7.0,6.1,13.2,6.5,14.8,12.1,8.2,4.4,8.8,149.8
136,Dustin Hopkins   CLE,K,15,12.0,9.0,12.0,5.0,BYE,17.0,22.0,8.0,10.0,14.0,7.0,6.0,8.0,9.0,8.0,2.0,—,—,9.9,149.0
137,Brandon McManus   JAC,K,17,8.0,10.0,5.0,14.0,6.0,17.0,8.0,16.0,BYE,3.0,10.0,14.0,8.0,3.0,1.0,0.0,14.0,9.0,8.6,146.0
137,Jason Sanders   MIA,K,17,14.0,6.0,10.0,2.0,8.0,6.0,6.0,7.0,2.0,BYE,11.0,12.0,10.0,9.0,12.0,22.0,7.0,2.0,8.6,146.0
137,Las Vegas Raiders   LV,DST,17,3.0,-2.0,1.0,4.0,12.0,9.0,4.0,13.0,19.0,8.0,8.0,0.0,BYE,12.0,25.0,21.0,1.0,8.0,8.6,146.0
140,Tyler Boyd   CIN,WR,17,3.0,11.2,8.9,6.6,9.9,16.8,BYE,13.6,8.6,19.7,5.2,5.3,8.2,4.3,7.3,10.9,4.9,1.4,8.6,145.8
141,Rhamondre Stevenson   NE,RB,12,14.9,15.0,7.2,6.0,2.4,18.0,14.5,7.0,22.9,13.2,BYE,21.7,2.9,—,—,—,—,—,12.1,145.7
142,Taysom Hill   NO,TE,16,0.4,8.7,3.1,3.2,3.0,12.3,16.8,22.5,20.6,4.3,BYE,8.1,15.4,—,1.5,0.2,11.5,11.9,9.0,143.5
143,New Orleans Saints   NO,DST,17,10.0,7.0,10.0,3.0,24.0,5.0,4.0,4.0,13.0,1.0,BYE,5.0,0.0,21.0,14.0,0.0,14.0,8.0,8.4,143.0
